fecha,version_r,sistema_operativo,descargas
2019-06-30,3.5.3,win,52
2019-07-01,3.5.3,win,96
2019-07-01,latest,"NA",1
2019-07-01,3.0.0,osx,2
2019-07-01,3.5.2,win,1
2019-07-01,3.4.3,osx,4
2019-07-01,3.5.1,win,1
2019-07-01,2.13.0,osx,5
2019-07-01,3.3.2,src,1
2019-07-01,3.0.2,win,1
2019-07-01,3.3.1,osx,2
2019-07-01,2.12.0,osx,5
2019-07-01,3.0.1,osx,2
2019-07-01,2.12.1,osx,5
2019-07-01,3.5.1,src,12
2019-07-01,2.13.1,win,1
2019-07-01,2.11.0,src,2
2019-07-01,3.2.1,win,15
2019-07-01,2.15.1,osx,6
2019-07-01,3.4.0,osx,11
2019-07-01,3.2.0,osx,2
2019-07-01,3.6.0,src,117
2019-07-01,3.2.1,osx,6
2019-07-01,2.15.1,win,1
2019-07-01,2.14.2,win,1
2019-07-01,3.5.0,src,5
2019-07-01,3.3.3,win,34
2019-07-01,3.6.0,win,2912
2019-07-01,3.1.1,src,13
2019-07-01,3.0.3,osx,1
2019-07-01,3.3.3,src,2
2019-07-01,3.1.3,osx,5
2019-07-01,3.2.5,win,1
2019-07-01,3.2.2,src,1
2019-07-01,3.4.4,win,7
2019-07-01,3.4.1,win,1
2019-07-01,3.1.2,osx,4
2019-07-01,2.14.0,osx,4
2019-07-01,3.1.2,src,2
2019-07-01,2.15.0,src,2
2019-07-01,2.14.1,osx,5
2019-07-01,2.10.0,osx,3
2019-07-01,3.3.2,osx,2
2019-07-01,3.6.0,osx,577
2019-07-01,2.10.1,osx,3
2019-07-01,3.4.4,osx,41
2019-07-01,3.4.1,src,17
2019-07-01,3.3.3,osx,59
2019-07-01,3.2.1,src,1
2019-07-01,3.2.2,win,1
2019-07-01,devel,win,102
2019-07-01,3.6.0patched,win,665
2019-07-01,2.15.2,osx,6
2019-07-01,2.13.2,win,1
2019-07-01,2.14.2,osx,5
2019-07-01,3.5.2,src,5
2019-07-01,3.5.3,src,18
2019-07-01,3.0.3,win,2
2019-07-01,2.11.1,osx,4
2019-07-01,3.1.1,osx,2
2019-07-01,3.5.2,osx,10
2019-07-01,3.2.3,src,1
2019-07-01,3.4.1,osx,3
2019-07-01,2.13.2,osx,5
2019-07-01,2.15.3,osx,5
2019-07-01,3.4.4,src,3
2019-07-01,3.4.3,src,3
2019-07-01,2.15.2,src,2
2019-07-01,3.5.3,osx,191
2019-07-01,3.0.2,osx,1
2019-07-01,3.4.3,win,19
2019-07-01,3.4.2,src,1
2019-07-01,3.4.2,osx,2
2019-07-01,3.1.0,osx,3
2019-07-01,2.13.1,osx,4
2019-07-01,3.5.1,osx,2
2019-07-01,3.2.3,osx,2
2019-07-01,3.5.0,osx,5
2019-07-01,3.2.4,osx,5
2019-07-01,3.6.1rc,win,1
2019-07-01,2.11.0,osx,8
2019-07-01,latest,src,2
2019-07-01,3.2.4,src,1
2019-07-01,3.3.0,osx,1
2019-07-01,2.12.2,osx,6
2019-07-01,latest,osx,456
2019-07-01,3.4.0,src,1
2019-07-01,2.15.0,osx,4
2019-07-01,3.2.2,osx,1
2019-07-01,3.5.0,win,5
