pais,casos,muertes,fecha_actualizacion
Vietnam,27,0,2009-06-19
Vietnam,27,0,2009-06-17
Vietnam,25,0,2009-06-15
Vietnam,23,0,2009-06-12
Vietnam,16,0,2009-06-11
Vietnam,15,0,2009-06-10
Vietnam,9,0,2009-06-08
Vietnam,3,0,2009-06-05
Vietnam,3,0,2009-06-03
Vietnam,1,0,2009-06-01
West Bank y Franja de Gaza,60,0,2009-07-06
West Bank y Franja de Gaza,30,0,2009-07-03
West Bank y Franja de Gaza,13,0,2009-07-01
West Bank y Franja de Gaza,9,0,2009-06-29
West Bank y Franja de Gaza,9,0,2009-06-26
West Bank y Franja de Gaza,8,0,2009-06-24
West Bank y Franja de Gaza,8,0,2009-06-22
West Bank y Franja de Gaza,5,0,2009-06-19
West Bank y Franja de Gaza,2,0,2009-06-17
West Bank y Franja de Gaza,2,0,2009-06-15
Yemen,8,0,2009-07-06
Yemen,7,0,2009-07-03
Yemen,7,0,2009-07-01
Yemen,6,0,2009-06-29
Yemen,6,0,2009-06-26
Yemen,6,0,2009-06-24
Yemen,5,0,2009-06-22
Yemen,4,0,2009-06-19
Yemen,1,0,2009-06-17
