anio,equipo,codigo_pais,ronda,resultado,goles,id_partido_anio,numero_equipo
2015,Noruega,NOR,Octavos de final,Derrota,1,42,1
2015,Inglaterra,ENG,Octavos de final,Victoria,2,42,2
2015,Estados Unidos,USA,Octavos de final,Victoria,2,43,1
2015,Colombia,COL,Octavos de final,Derrota,0,43,2
2015,Japón,JPN,Octavos de final,Victoria,2,44,1
2015,Países Bajos,NED,Octavos de final,Derrota,1,44,2
2015,Alemania,GER,Cuartos de final,Victoria,1,45,1
2015,Francia,FRA,Cuartos de final,Derrota,1,45,2
2015,República Popular China,CHN,Cuartos de final,Derrota,0,46,1
2015,Estados Unidos,USA,Cuartos de final,Victoria,1,46,2
2015,Australia,AUS,Cuartos de final,Derrota,0,47,1
2015,Japón,JPN,Cuartos de final,Victoria,1,47,2
2015,Inglaterra,ENG,Cuartos de final,Victoria,2,48,1
2015,Canadá,CAN,Cuartos de final,Derrota,1,48,2
2015,Estados Unidos,USA,Semifinales,Victoria,2,49,1
2015,Alemania,GER,Semifinales,Derrota,0,49,2
2015,Japón,JPN,Semifinales,Victoria,2,50,1
2015,Inglaterra,ENG,Semifinales,Derrota,1,50,2
2015,Alemania,GER,Tercer lugar,Derrota,0,51,1
2015,Inglaterra,ENG,Tercer lugar,Victoria,1,51,2
2015,Estados Unidos,USA,Final,Victoria,5,52,1
2015,Japón,JPN,Final,Derrota,2,52,2
2019,Francia,FRA,Fase de grupos,Victoria,4,1,1
2019,Corea del Sur,KOR,Fase de grupos,Derrota,0,1,2
2019,Alemania,GER,Fase de grupos,Victoria,1,2,1
2019,República Popular China,CHN,Fase de grupos,Derrota,0,2,2
2019,España,ESP,Fase de grupos,Victoria,3,3,1
2019,Sudáfrica,RSA,Fase de grupos,Derrota,1,3,2
2019,Noruega,NOR,Fase de grupos,Victoria,3,4,1
2019,Nigeria,NGA,Fase de grupos,Derrota,0,4,2
2019,Australia,AUS,Fase de grupos,Derrota,1,5,1
2019,Italia,ITA,Fase de grupos,Victoria,2,5,2
2019,Brasil,BRA,Fase de grupos,Victoria,3,6,1
2019,Jamaica,JAM,Fase de grupos,Derrota,0,6,2
2019,Inglaterra,ENG,Fase de grupos,Victoria,2,7,1
2019,Escocia,SCO,Fase de grupos,Derrota,1,7,2
2019,Argentina,ARG,Fase de grupos,Empate,0,8,1
2019,Japón,JPN,Fase de grupos,Empate,0,8,2
2019,Canadá,CAN,Fase de grupos,Victoria,1,9,1
2019,Camerún,CMR,Fase de grupos,Derrota,0,9,2
2019,Nueva Zelanda,NZL,Fase de grupos,Derrota,0,10,1
2019,Países Bajos,NED,Fase de grupos,Victoria,1,10,2
2019,Chile,CHI,Fase de grupos,Derrota,0,11,1
2019,Suecia,SWE,Fase de grupos,Victoria,2,11,2
2019,Estados Unidos,USA,Fase de grupos,Victoria,13,12,1
2019,Tailandia,THA,Fase de grupos,Derrota,0,12,2
2019,Nigeria,NGA,Fase de grupos,Victoria,2,13,1
2019,Corea del Sur,KOR,Fase de grupos,Derrota,0,13,2
2019,Alemania,GER,Fase de grupos,Victoria,1,14,1
2019,España,ESP,Fase de grupos,Derrota,0,14,2
2019,Francia,FRA,Fase de grupos,Victoria,2,15,1
2019,Noruega,NOR,Fase de grupos,Derrota,1,15,2
2019,Australia,AUS,Fase de grupos,Victoria,3,16,1
2019,Brasil,BRA,Fase de grupos,Derrota,2,16,2
2019,Sudáfrica,RSA,Fase de grupos,Derrota,0,17,1
2019,República Popular China,CHN,Fase de grupos,Victoria,1,17,2
2019,Japón,JPN,Fase de grupos,Victoria,2,18,1
2019,Escocia,SCO,Fase de grupos,Derrota,1,18,2
2019,Jamaica,JAM,Fase de grupos,Derrota,0,19,1
2019,Italia,ITA,Fase de grupos,Victoria,5,19,2
2019,Inglaterra,ENG,Fase de grupos,Victoria,1,20,1
2019,Argentina,ARG,Fase de grupos,Derrota,0,20,2
2019,Países Bajos,NED,Fase de grupos,Victoria,3,21,1
2019,Camerún,CMR,Fase de grupos,Derrota,1,21,2
2019,Canadá,CAN,Fase de grupos,Victoria,2,22,1
2019,Nueva Zelanda,NZL,Fase de grupos,Derrota,0,22,2
2019,Suecia,SWE,Fase de grupos,Victoria,5,23,1
2019,Tailandia,THA,Fase de grupos,Derrota,1,23,2
2019,Estados Unidos,USA,Fase de grupos,Victoria,3,24,1
2019,Chile,CHI,Fase de grupos,Derrota,0,24,2
2019,República Popular China,CHN,Fase de grupos,Empate,0,25,1
2019,España,ESP,Fase de grupos,Empate,0,25,2
2019,Sudáfrica,RSA,Fase de grupos,Derrota,0,26,1
2019,Alemania,GER,Fase de grupos,Victoria,4,26,2
2019,Nigeria,NGA,Fase de grupos,Derrota,0,27,1
2019,Francia,FRA,Fase de grupos,Victoria,1,27,2
2019,Corea del Sur,KOR,Fase de grupos,Derrota,1,28,1
2019,Noruega,NOR,Fase de grupos,Victoria,2,28,2
2019,Italia,ITA,Fase de grupos,Derrota,0,29,1
2019,Brasil,BRA,Fase de grupos,Victoria,1,29,2
2019,Jamaica,JAM,Fase de grupos,Derrota,1,30,1
2019,Australia,AUS,Fase de grupos,Victoria,3,30,2
2019,Japón,JPN,Fase de grupos,Derrota,0,31,1
2019,Inglaterra,ENG,Fase de grupos,Victoria,2,31,2
2019,Escocia,SCO,Fase de grupos,Empate,3,32,1
2019,Argentina,ARG,Fase de grupos,Empate,3,32,2
2019,Países Bajos,NED,Fase de grupos,Victoria,2,33,1
2019,Canadá,CAN,Fase de grupos,Derrota,1,33,2
2019,Camerún,CMR,Fase de grupos,Victoria,2,34,1
2019,Nueva Zelanda,NZL,Fase de grupos,Derrota,1,34,2
2019,Suecia,SWE,Fase de grupos,Derrota,0,35,1
2019,Estados Unidos,USA,Fase de grupos,Victoria,2,35,2
2019,Tailandia,THA,Fase de grupos,Derrota,0,36,1
2019,Chile,CHI,Fase de grupos,Victoria,2,36,2
2019,Alemania,GER,Octavos de final,Victoria,3,37,1
2019,Nigeria,NGA,Octavos de final,Derrota,0,37,2
2019,Noruega,NOR,Octavos de final,Victoria,1,38,1
2019,Australia,AUS,Octavos de final,Derrota,1,38,2
2019,Inglaterra,ENG,Octavos de final,Victoria,3,39,1
2019,Camerún,CMR,Octavos de final,Derrota,0,39,2
2019,Francia,FRA,Octavos de final,Victoria,2,40,1
2019,Brasil,BRA,Octavos de final,Derrota,1,40,2
2019,España,ESP,Octavos de final,Derrota,1,41,1
2019,Estados Unidos,USA,Octavos de final,Victoria,2,41,2
2019,Suecia,SWE,Octavos de final,Victoria,1,42,1
2019,Canadá,CAN,Octavos de final,Derrota,0,42,2
2019,Italia,ITA,Octavos de final,Victoria,2,43,1
2019,República Popular China,CHN,Octavos de final,Derrota,0,43,2
2019,Países Bajos,NED,Octavos de final,Victoria,2,44,1
2019,Japón,JPN,Octavos de final,Derrota,1,44,2
2019,Noruega,NOR,Cuartos de final,Derrota,0,45,1
2019,Inglaterra,ENG,Cuartos de final,Victoria,3,45,2
2019,Francia,FRA,Cuartos de final,Derrota,1,46,1
2019,Estados Unidos,USA,Cuartos de final,Victoria,2,46,2
2019,Italia,ITA,Cuartos de final,Derrota,0,47,1
2019,Países Bajos,NED,Cuartos de final,Victoria,2,47,2
2019,Alemania,GER,Cuartos de final,Derrota,1,48,1
2019,Suecia,SWE,Cuartos de final,Victoria,2,48,2
2019,Inglaterra,ENG,Semifinales,Derrota,1,49,1
2019,Estados Unidos,USA,Semifinales,Victoria,2,49,2
2019,Países Bajos,NED,Semifinales,Victoria,1,50,1
2019,Suecia,SWE,Semifinales,Derrota,0,50,2
2019,Inglaterra,ENG,Tercer lugar,Derrota,1,51,1
2019,Suecia,SWE,Tercer lugar,Victoria,2,51,2
2019,Estados Unidos,USA,Final,Victoria,2,52,1
2019,Países Bajos,NED,Final,Derrota,0,52,2
