id,descripcion,id_anfitrion,nombre_anfitrion,anfitrion_desde,superanfitrion,barrio,latitud,longitud,tipo_alojamiento,huespedes,politica_cancelacion
77024,Recoleta elegante 40m2 Juncal 1360 2C,411077,Luz,2011-02-26,FALSE,Retiro,-34.5916,-58.38571,Alojamiento entero,3,flexible
77404,Beautiful Duplex - Trendy Palermo,161327,Mariano,2010-07-08,TRUE,Palermo,-34.56765,-58.43216,Alojamiento entero,3,strict_14_with_grace_period
77704,PALERMO SOHO Cheap Little Apt,417020,Jorge Fernando,2011-03-01,FALSE,Palermo,-34.58107,-58.42602,Alojamiento entero,2,strict_14_with_grace_period
77752,Nice Sunny Studio  FAST WiFI 10MB with Balcony!,417090,Mateo,2011-03-01,TRUE,Recoleta,-34.59069,-58.39359,Alojamiento entero,2,moderate
77776,"BUENOS AIRES, RECOLETA, 2 BEDROOM APT",417598,Rd,2011-03-01,FALSE,Recoleta,-34.59002,-58.40479,Alojamiento entero,3,moderate
77942,Great room in Alto Palermo area,418692,Juliana,2011-03-02,FALSE,San Cristobal,-34.62364,-58.39976,Habitación privada,2,moderate
77994,Studio 1A - Corazon de San Telmo,64880,Elbio Mariano,2009-12-21,FALSE,San Telmo,-34.62128,-58.37332,Alojamiento entero,4,strict_14_with_grace_period
78005,"SOFA STUDIO, SAN TELMO, 1B",64880,Elbio Mariano,2009-12-21,FALSE,San Telmo,-34.61952,-58.37123,Alojamiento entero,1,strict_14_with_grace_period
78009,STUDIO DEFENSA 2A en San Telmo,64880,Elbio Mariano,2009-12-21,FALSE,San Telmo,-34.61914,-58.37239,Alojamiento entero,4,moderate
78014,STUDIO SOFA CAMA & PATIO,64880,Elbio Mariano,2009-12-21,FALSE,San Telmo,-34.62025,-58.37252,Alojamiento entero,1,strict_14_with_grace_period
78068,Lovely Place at a GREAT Location!,419383,Mariana Y Sebas,2011-03-02,FALSE,Palermo,-34.58288,-58.40535,Alojamiento entero,2,moderate
78351,"Apt in Palermo, Las Cañitas",420786,Carola,2011-03-03,FALSE,Palermo,-34.57521,-58.42883,Alojamiento entero,3,moderate
78685,Luminous Palermo 1BDR Apartment,419383,Mariana Y Sebas,2011-03-02,FALSE,Palermo,-34.58332,-58.40643,Alojamiento entero,2,moderate
78703,Amazing Studio with Terrace & BBQ,422878,Oscar,2011-03-04,TRUE,Recoleta,-34.59477,-58.39501,Alojamiento entero,2,strict_14_with_grace_period
79226,Petite Home,426420,Carolina,2011-03-06,TRUE,Nuñez,-34.5522,-58.45802,Alojamiento entero,2,moderate
79247,"Beautiful Apt in great location, 100% Good Reviews",426566,Egle,2011-03-06,FALSE,Almagro,-34.61964,-58.41766,Alojamiento entero,2,flexible
79766,Cozy 1Bdr Great Terrace! sun/view!!,422878,Oscar,2011-03-04,TRUE,Recoleta,-34.59034,-58.39767,Alojamiento entero,3,strict_14_with_grace_period
82623,GARDEN STUDIO FLAT w/swimming pool,449610,Antonio,2011-03-18,FALSE,Colegiales,-34.57361,-58.45238,Alojamiento entero,2,strict_14_with_grace_period
83035,"Central loc. Entire apt, all incl.",426566,Egle,2011-03-06,FALSE,Boedo,-34.62107,-58.41608,Alojamiento entero,2,flexible
83152,★ Budda Lounge - Dream View Studio ★,319901,Ralf,2010-12-15,TRUE,Palermo,-34.58064,-58.42367,Alojamiento entero,2,flexible
83440,GREAT! Apartment Alto Palermo,384997,Santiago,2011-02-09,FALSE,Palermo,-34.59222,-58.41285,Alojamiento entero,3,strict_14_with_grace_period
84033,New apart. with private terrace,458852,Maria,2011-03-23,TRUE,Palermo,-34.586,-58.42534,Alojamiento entero,2,strict_14_with_grace_period
84730,"Spotless apt. in a great location, Wi-Fi, balcony!",426566,Egle,2011-03-06,FALSE,Almagro,-34.62099,-58.41753,Alojamiento entero,2,flexible
84986,"Palermo, Buenos Aires: Flat Share: ""Alma Mia"".",454822,D. / Lola,2011-03-21,TRUE,Palermo,-34.57269,-58.41869,Habitación privada,1,strict_14_with_grace_period
85949,Modern & Luminous Apt in GreatLocation!,426566,Egle,2011-03-06,FALSE,Almagro,-34.62007,-58.41728,Alojamiento entero,2,flexible
87828,ein Gast allein,480785,Isabel,2011-04-03,FALSE,Retiro,-34.59278,-58.38196,Habitación privada,1,flexible
89374,☼ Sunny   1 bedroom + balcony with views,319901,Ralf,2010-12-15,TRUE,Recoleta,-34.59307,-58.40337,Alojamiento entero,2,moderate
89857,Sunny apartment in Buenos Aires,488300,Mariano,2011-04-06,FALSE,Balvanera,-34.60236,-58.39291,Alojamiento entero,4,strict_14_with_grace_period
91063,"Cosy, central apartment in BsAs",492560,Laurence,2011-04-07,FALSE,Caballito,-34.61842,-58.43194,Alojamiento entero,4,strict_14_with_grace_period
92689,Sunny and stunning 1BD w/terrace,488973,Agos,2011-04-06,FALSE,Palermo,-34.57682,-58.40062,Alojamiento entero,3,strict_14_with_grace_period
93174,"B&B ""Tucuman 2430""1 room x 1 or 2p",500210,Luciano,2011-04-11,FALSE,Balvanera,-34.60193,-58.40109,Habitación privada,2,strict_14_with_grace_period
93619,DEPARTMENT C / CABIN SECURITY,501789,Jessica Emerita,2011-04-11,FALSE,San Cristobal,-34.62583,-58.40795,Habitación compartida,2,flexible
94830,Sophisticated Flat in Palermo,505796,Sunshine,2011-04-13,FALSE,Palermo,-34.57509,-58.41869,Alojamiento entero,2,flexible
96257,Lovely apartment in Buenos Aires,320183,Hortensia,2010-12-16,FALSE,Retiro,-34.5981,-58.37775,Alojamiento entero,3,strict_14_with_grace_period
96490,AMPLIA habitación individual en Buenos Aires,512049,Cristina,2011-04-15,FALSE,Palermo,-34.58405,-58.41106,Habitación privada,1,moderate
96810,Recoleta Luxury: Design and Style!,508291,Enzo,2011-04-14,FALSE,Retiro,-34.59323,-58.3867,Alojamiento entero,5,strict_14_with_grace_period
97043,Downtown 4 blocks away from Obelisk,514200,Ceferina De Jesus,2011-04-16,FALSE,San Nicolas,-34.60517,-58.3884,Alojamiento entero,2,flexible
98934,Monthly Apartment Recoleta,521351,Alfonsina,2011-04-19,FALSE,Recoleta,-34.5899,-58.39027,Alojamiento entero,1,flexible
99362,Depto Recoleta 3 dormitorios. Balcon y Wifi,417090,Mateo,2011-03-01,TRUE,Recoleta,-34.59328,-58.39443,Alojamiento entero,4,moderate
100080,Great downtown apartment!,526435,Laura,2011-04-21,FALSE,San Nicolas,-34.60319,-58.38805,Alojamiento entero,4,strict_14_with_grace_period
104343,Faena Hotel Stunning Views Private Exquisite Suite,542973,Brigitte,2011-04-28,FALSE,Puerto Madero,-34.60126,-58.35488,Alojamiento entero,2,strict_14_with_grace_period
106475,Artdecohouse Palermo,547581,Carol,2011-04-30,TRUE,Recoleta,-34.59045,-58.40926,Alojamiento entero,5,strict_14_with_grace_period
107220,Great Private Room!,555337,Anita & Sofía,2011-05-03,FALSE,Almagro,-34.59828,-58.41283,Habitación privada,1,moderate
107259,Great place to 12 Tango lovers,555693,Vittoria,2011-05-03,FALSE,Balvanera,-34.60485,-58.39448,Alojamiento entero,12,strict_14_with_grace_period
108089,AMAZING PALERMO BEST VALUE w POOL,559463,Martin,2011-05-05,TRUE,Palermo,-34.58643,-58.4242,Alojamiento entero,3,strict_14_with_grace_period
108284,Historico y Luminoso Duplex Centro!,560338,Carlos,2011-05-05,FALSE,San Nicolas,-34.6019,-58.37736,Alojamiento entero,4,strict_14_with_grace_period
110671,Room #1 w Private Bathroom Belgrano,568403,Maria,2011-05-08,FALSE,Belgrano,-34.5605,-58.44362,Habitación privada,2,flexible
111501,Beautiful Apartment Palermo Vip Great location,570921,Emilce,2011-05-09,TRUE,Palermo,-34.57808,-58.41184,Alojamiento entero,3,moderate
111934,Bright Studio at Palermo Soho,570921,Emilce,2011-05-09,TRUE,Palermo,-34.58156,-58.42862,Alojamiento entero,2,moderate
115735,Premium Asian Loft in Buenos Aires,513930,Carlos Alberto,2011-04-16,TRUE,Palermo,-34.59046,-58.43516,Alojamiento entero,2,strict_14_with_grace_period
117548,"Palermo, Buenos Aires: Complete flat: ""Alma Mia"".",454822,D. / Lola,2011-03-21,TRUE,Palermo,-34.57247,-58.41936,Alojamiento entero,4,strict_14_with_grace_period
118069,Luxury 1 Bedroom - 1.5 Bath (PH1),530261,Luciano,2011-04-23,FALSE,Palermo,-34.58014,-58.43209,Alojamiento entero,4,strict_14_with_grace_period
118070,Amazing view - GREAT Studio - Balcony (P17),530261,Luciano,2011-04-23,FALSE,Palermo,-34.58533,-58.42802,Alojamiento entero,2,strict_14_with_grace_period
118724,Department to 5 min to city centre,599519,Angel Francisco,2011-05-18,FALSE,Almagro,-34.6,-58.43025,Habitación privada,1,flexible
119966,Room with library downtown,62183,Sonia,2009-12-11,FALSE,Balvanera,-34.60564,-58.3994,Habitación privada,2,moderate
120874,Luxury 1 Bedroom - 1.5 Bath (R1),530261,Luciano,2011-04-23,FALSE,Recoleta,-34.5911,-58.39978,Alojamiento entero,4,strict_14_with_grace_period
122328,Urban Mexican Apart in Buenos Aires,513930,Carlos Alberto,2011-04-16,TRUE,Palermo,-34.58843,-58.43585,Alojamiento entero,2,strict_14_with_grace_period
122907,Spotless entire apt. Ideal location,426566,Egle,2011-03-06,FALSE,Almagro,-34.61879,-58.41556,Alojamiento entero,2,flexible
126852,LUXURY  2 Br APT IN PUERTO MADERO B.A.!!!,628818,Sandra,2011-05-26,FALSE,Puerto Madero,-34.61748,-58.36285,Alojamiento entero,4,strict_14_with_grace_period
127013,Great spacious 1 Bedroom / 2 Bathroom (R4),530261,Luciano,2011-04-23,FALSE,Recoleta,-34.59255,-58.40111,Alojamiento entero,4,strict_14_with_grace_period
127353,Beautiful Apartment in downtown,630796,Jorge,2011-05-26,FALSE,San Nicolas,-34.6033,-58.37923,Habitación privada,3,moderate
129009,Tango Studio:Charming private room,637123,CristianyMichaela,2011-05-28,FALSE,Constitucion,-34.62971,-58.38103,Habitación privada,2,strict_14_with_grace_period
129681,Studio Rojo Design Belgrano - 2 Pax,638545,Luisa,2011-05-29,FALSE,Belgrano,-34.55673,-58.45676,Alojamiento entero,2,strict_14_with_grace_period
129932,Palermo View Studio at Palermo Uno Tower,319901,Ralf,2010-12-15,TRUE,Palermo,-34.58264,-58.42451,Alojamiento entero,2,moderate
130248,Small charmy and fully at Palermo,641573,Paula,2011-05-30,FALSE,Palermo,-34.57693,-58.41193,Alojamiento entero,2,strict_14_with_grace_period
130275,Van Gogh s apart at Palermo,641573,Paula,2011-05-30,FALSE,Palermo,-34.57675,-58.41068,Alojamiento entero,2,flexible
130349,"alquilo por noche,o semana",641884,Marcelo,2011-05-30,FALSE,San Nicolas,-34.60462,-58.37764,Habitación privada,2,moderate
130424,Palermo Holly New Studio Apt - 4th floor - 34 m2,642182,Aike,2011-05-30,FALSE,Palermo,-34.57935,-58.43484,Alojamiento entero,2,moderate
131145,DONDE VIVI (1) Rooms for Rent .,645495,Viviana,2011-05-31,FALSE,Almagro,-34.60818,-58.41911,Habitación privada,1,strict_14_with_grace_period
131807,"Belgrano R, Private Room, Sunny",648231,Vero,2011-05-31,FALSE,Villa Ortuzar,-34.5771,-58.4694,Habitación privada,1,flexible
132298,Urban Escape ★ Studio with great views,319901,Ralf,2010-12-15,TRUE,Recoleta,-34.59307,-58.40359,Alojamiento entero,2,moderate
133043,Great Studio - Roof top Pool (R3),530261,Luciano,2011-04-23,FALSE,Recoleta,-34.59211,-58.40163,Alojamiento entero,2,strict_14_with_grace_period
133654,Modern and Comfortable. Central location.Fast WiFi,426566,Egle,2011-03-06,FALSE,Almagro,-34.61943,-58.41566,Alojamiento entero,2,flexible
136986,Buena Vista - Panorama Riverviews ★★★★★,319901,Ralf,2010-12-15,TRUE,Palermo,-34.58092,-58.42483,Alojamiento entero,2,flexible
