id,descripcion,id_anfitrion,nombre_anfitrion,anfitrion_desde,superanfitrion,barrio,latitud,longitud,tipo_alojamiento,huespedes,politica_cancelacion
14714,Private room c/ bathroom . Colonia Juarez.,57785,Diego,2009-11-26,FALSE,Cuauhtémoc,19.43035,-99.15511,Habitación privada,2,flexible
22787,"Sunny suite w/ queen size bed, inside boutique B&B",87973,Diego,2010-03-03,FALSE,Cuauhtémoc,19.44076,-99.16324,Habitación privada,2,strict_14_with_grace_period
33681,Couple of Rooms,145672,Edubiel,2010-06-16,FALSE,Tlalpan,19.27215,-99.21848,Habitación privada,2,flexible
35797,Villa Dante,153786,Dici,2010-06-28,FALSE,Cuajimalpa de Morelos,19.38399,-99.27335,Alojamiento entero,2,flexible
44616,CONDESA HAUS BOUTIQUE B&B,196253,Fernando,2010-08-09,FALSE,Cuauhtémoc,19.41006,-99.17645,Habitación privada,16,strict_14_with_grace_period
58955,Entire beautiful duplex in la Roma,282620,Nat,2010-11-09,FALSE,Cuauhtémoc,19.42292,-99.15775,Alojamiento entero,2,strict_14_with_grace_period
61792,Spacious Clean Quiet room (own bath) in la Condesa,299558,Roberto,2010-11-26,TRUE,Cuauhtémoc,19.41259,-99.17959,Habitación privada,2,moderate
67703,"2 bedroom apt. deco bldg, Condesa",334451,Nicholas,2011-01-04,TRUE,Cuauhtémoc,19.41375,-99.17028,Alojamiento entero,4,strict_14_with_grace_period
70644,Beautiful light Studio Coyoacan- full equipped !,212109,Trisha,2010-08-24,TRUE,Coyoacán,19.35601,-99.16167,Alojamiento entero,2,moderate
70737,Great studio Coyoacan!,212109,Trisha,2010-08-24,TRUE,Coyoacán,19.35466,-99.16304,Alojamiento entero,2,strict_14_with_grace_period
75615,Villa Dante,153786,Dici,2010-06-28,FALSE,Cuajimalpa de Morelos,19.36585,-99.27911,Habitación privada,2,flexible
84500,Beautiful house Downtown Coyoacán,457875,Vicente,2011-03-22,FALSE,Coyoacán,19.34772,-99.16701,Alojamiento entero,8,moderate
98378,"Last-minute stays, up to -30%; Apr (Phone number hidden by Airbnb) usd/n",519159,Jorge & Monnah,2011-04-18,TRUE,Miguel Hidalgo,19.40236,-99.18163,Alojamiento entero,15,strict_14_with_grace_period
99972,Dreamy suite w/ king size bed in boutique B&B,87973,Diego,2010-03-03,FALSE,Cuauhtémoc,19.44268,-99.16371,Habitación privada,2,strict_14_with_grace_period
107078,NEW  DESIGNER LOFT,540705,Andrea,2011-04-27,FALSE,Miguel Hidalgo,19.4313,-99.19438,Alojamiento entero,2,strict_14_with_grace_period
131610,MARIA DEL ALMA,647454,Fernando,2011-05-31,FALSE,Coyoacán,19.35266,-99.16338,Habitación privada,2,flexible
165772,BEST 4BR 4 BH HOUSE IN S. MIGUEL CHAPULTEPEC,790208,Francisco Carlos Y Maria Jose,2011-07-07,TRUE,Miguel Hidalgo,19.40675,-99.18798,Alojamiento entero,14,strict_14_with_grace_period
171109,Cool room near WTC and Metrobus,816295,Carlos,2011-07-13,TRUE,Benito Juárez,19.39549,-99.17616,Habitación privada,2,strict_14_with_grace_period
175504,"Casa Comtesse B&B, Gallery Hotel, 8 rooms",838896,Thomas Pierre,2011-07-19,TRUE,Cuauhtémoc,19.40631,-99.17303,Habitación privada,2,flexible
180808,"Huge Luxurious Suite 70's style, perfectly located",36836,Roberto,2009-09-07,TRUE,Cuauhtémoc,19.42428,-99.16843,Alojamiento entero,2,strict_14_with_grace_period
187030,Two bedroom apartment in Condesa,899360,Julian,2011-07-31,TRUE,Cuauhtémoc,19.41033,-99.17647,Alojamiento entero,6,moderate
187745,Spacious one bedroom apt in Condesa,899360,Julian,2011-07-31,TRUE,Cuauhtémoc,19.41086,-99.17704,Alojamiento entero,4,strict_14_with_grace_period
194937,One bedroom apartment in Condesa -1,899360,Julian,2011-07-31,TRUE,Cuauhtémoc,19.41113,-99.17762,Alojamiento entero,3,moderate
198778,Smack in the Middle of La Condesa,970609,Morgana & Omar,2011-08-14,TRUE,Cuauhtémoc,19.41395,-99.17948,Alojamiento entero,4,strict_14_with_grace_period
204887,"Condesa-Roma, great place to stay!",998053,MaryJo,2011-08-20,FALSE,Miguel Hidalgo,19.40409,-99.17731,Alojamiento entero,2,moderate
216833,LOFT Condesa,1119202,Anuar,2011-09-06,FALSE,Cuauhtémoc,19.40621,-99.17287,Alojamiento entero,4,flexible
217685,"in Condesa, one of the best zones.",184410,Veronica,2010-07-29,FALSE,Cuauhtémoc,19.40454,-99.1715,Alojamiento entero,2,flexible
245507,TRENDY APARTMENT IN ZONA ROSA / JUAREZ DISTRICT,1288063,Francisco & Rodolfo,2011-10-13,TRUE,Cuauhtémoc,19.4251,-99.17067,Alojamiento entero,3,strict_14_with_grace_period
246057,HIP APARTMENT ONE BLOCK REFORMA,1288063,Francisco & Rodolfo,2011-10-13,TRUE,Cuauhtémoc,19.42373,-99.1714,Alojamiento entero,5,strict_14_with_grace_period
247543,"Independent studio, top location",1297488,Petra,2011-10-16,TRUE,Cuauhtémoc,19.43417,-99.13744,Habitación privada,1,strict_14_with_grace_period
252618,"""Chavela"" Private & Furnished Room",1326107,Jacqueline,2011-10-23,FALSE,Cuauhtémoc,19.41328,-99.15513,Habitación privada,2,strict_14_with_grace_period
255354,Tours in Mexico city,855066,Andrea,2011-07-22,FALSE,Azcapotzalco,19.49886,-99.19172,Habitación privada,3,flexible
256555,GREAT HOUSE IN S MIGUEL CHAPULTEPEC,790208,Francisco Carlos Y Maria Jose,2011-07-07,TRUE,Miguel Hidalgo,19.40631,-99.18691,Alojamiento entero,14,strict_14_with_grace_period
261897,Charming 1BR flat in Roma/Condesa,1373924,Eric,2011-11-05,TRUE,Cuauhtémoc,19.41835,-99.17363,Alojamiento entero,3,moderate
271048,Great location in Mexico City!,1417206,Ma. Carmen,2011-11-17,FALSE,Miguel Hidalgo,19.42686,-99.17838,Alojamiento entero,2,strict_14_with_grace_period
276504,High End Condo with golf package,1444589,Michael,2011-11-26,FALSE,Iztacalco,19.38258,-99.12736,Alojamiento entero,2,flexible
281134,COOL PENT HOUSE APARTMENT @CONDESA,196253,Fernando,2010-08-09,FALSE,Cuauhtémoc,19.41125,-99.17634,Alojamiento entero,3,strict_14_with_grace_period
287015,SUPER DEAL MONTHLY STAYS / COMFORT / FAST WIFI!,1138171,Tony De Marco,2011-09-10,FALSE,Cuauhtémoc,19.4128,-99.16387,Habitación privada,2,strict_14_with_grace_period
287940,Furnished lovely cozy studio,1497087,Penelope,2011-12-12,FALSE,Cuauhtémoc,19.41247,-99.17485,Alojamiento entero,2,flexible
291804,A nice room with great location,1511568,Luis Ernesto,2011-12-16,FALSE,Benito Juárez,19.36294,-99.15415,Habitación privada,1,flexible
298873,"The ""home"" feeling in Mexico City!",1539548,Paulina,2011-12-27,TRUE,Cuauhtémoc,19.43327,-99.14527,Alojamiento entero,4,moderate
323030,Comfy in the Middle of La Condesa,970609,Morgana & Omar,2011-08-14,TRUE,Cuauhtémoc,19.4157,-99.17747,Alojamiento entero,4,strict_14_with_grace_period
324769,2Room new apartment in modern complex,1661848,David,2012-01-27,TRUE,Miguel Hidalgo,19.45809,-99.19258,Alojamiento entero,6,moderate
325812,"Confortable private room, downtown Mexico City.",1666388,Angeles (Anjali),2012-01-28,FALSE,Cuauhtémoc,19.43453,-99.14675,Habitación privada,2,flexible
326296,WONDERFUL ROOM IN COYOACAN HOUSE,1664327,Edoardo & Maria,2012-01-28,TRUE,Coyoacán,19.34004,-99.18273,Habitación privada,2,moderate
326475,Room in contemporary chic apartment-LA ROMA,1670032,Isabel,2012-01-29,TRUE,Cuauhtémoc,19.41297,-99.15735,Habitación privada,2,moderate
326865,"Tlalpan, Zona de Hospitales",1671446,Eugenia,2012-01-29,TRUE,Tlalpan,19.28581,-99.16064,Habitación privada,1,strict_14_with_grace_period
326885,2 rooms in shared area.,1671446,Eugenia,2012-01-29,TRUE,Tlalpan,19.28712,-99.16213,Habitación privada,1,strict_14_with_grace_period
329532,Stay at a meditation center,1681966,Ra Fa El -- Nahui Cuauhtli,2012-02-01,FALSE,Cuauhtémoc,19.41007,-99.13434,Habitación privada,2,strict_14_with_grace_period
329776,Habitación Verde.,1683373,Miguel,2012-02-01,FALSE,Tlalpan,19.27428,-99.1781,Habitación privada,2,flexible
331788,"CONDESA COZY, COMFORTABLE APARTMENT",1691633,Sandro & Ines,2012-02-02,FALSE,Cuauhtémoc,19.41942,-99.17373,Alojamiento entero,2,strict_14_with_grace_period
341479,"modern,styled appt!",1732353,Karen,2012-02-10,FALSE,Benito Juárez,19.37923,-99.18833,Alojamiento entero,3,flexible
344439,habitación con baño Mexico city,1747101,Gaby,2012-02-13,FALSE,Venustiano Carranza,19.4346,-99.10929,Habitación privada,2,flexible
347754,Great Place to stay,1762542,Rosario,2012-02-16,FALSE,Coyoacán,19.35179,-99.14956,Habitación privada,2,flexible
350079,beautiful furnished room Rome area,1773936,Elizabeth,2012-02-19,FALSE,Cuauhtémoc,19.40421,-99.16553,Habitación privada,1,strict_14_with_grace_period
357324,Recámara luminosa y jardín,1808252,Sara,2012-02-25,FALSE,Miguel Hidalgo,19.40215,-99.24135,Habitación privada,2,flexible
361316,Big and cozy bedroom in DF.,1525960,Abril,2011-12-21,FALSE,Miguel Hidalgo,19.40276,-99.18536,Habitación privada,2,moderate
362583,Modern 2 Bedroom Apt. Near Reforma,1832239,Maria  & Jennifer,2012-02-29,TRUE,Cuauhtémoc,19.42947,-99.17083,Alojamiento entero,4,moderate
370092,Condesa Roma WTC Studio Parking,618769,Ricardo,2011-05-23,FALSE,Cuauhtémoc,19.40179,-99.17009,Alojamiento entero,4,strict_14_with_grace_period
375032,DISTRITO CONDESA B&B  relax enjoy,1886913,Fernando,2012-03-08,FALSE,Cuauhtémoc,19.40746,-99.17482,Habitación privada,16,strict_14_with_grace_period
382712,SALUDOS MI NOMBRE ES FERNANDO,1918084,Fernando,2012-03-13,FALSE,Azcapotzalco,19.45803,-99.17289,Habitación privada,2,flexible
382904,Cute Sofa Bed in South Mexico City,1915348,Lucrecia,2012-03-13,FALSE,Benito Juárez,19.36905,-99.18303,Habitación compartida,1,flexible
386265,"Room in colonial, green, enjoyable COYOACAN",1933252,Esther,2012-03-16,FALSE,Coyoacán,19.34303,-99.15425,Habitación privada,2,moderate
393788,"Perfect room lovely house, Roma",1931592,Susana,2012-03-15,FALSE,Cuauhtémoc,19.40586,-99.15857,Habitación privada,1,moderate
394589,"1 BDR ap in Ciudad de México "" STUDIO YEE "" - 1",931849,Carlos,2011-08-06,TRUE,Cuauhtémoc,19.42499,-99.17479,Habitación privada,1,strict_14_with_grace_period
395446,One bedroom apartment in Condesa -2,899360,Julian,2011-07-31,TRUE,Cuauhtémoc,19.40974,-99.17811,Alojamiento entero,3,strict_14_with_grace_period
397408,wonderfully located apartment,1964369,Ana,2012-03-18,TRUE,Miguel Hidalgo,19.43858,-99.21286,Alojamiento entero,3,moderate
400047,Incredible apartment in Condesa,1905087,Constanza,2012-03-11,FALSE,Cuauhtémoc,19.41489,-99.169,Alojamiento entero,2,strict_14_with_grace_period
400048,Wonderful stay in la Condesa Mexico,1905087,Constanza,2012-03-11,FALSE,Cuauhtémoc,19.4058,-99.1756,Habitación privada,2,strict_14_with_grace_period
419110,Comfy clean Roøm @Cozy apartment,2084312,Sara,2012-04-06,FALSE,Cuauhtémoc,19.41238,-99.17722,Habitación privada,2,moderate
421607,Your Mexican home,1222626,Eder,2011-09-28,TRUE,Benito Juárez,19.40314,-99.15164,Habitación privada,2,moderate
422159,"Nice Flat, One of a Kind. 50 mts of terrace",2099653,Antonio,2012-04-09,FALSE,Benito Juárez,19.38942,-99.1358,Habitación privada,2,flexible
424258,Comfortable apartment in Plateros,2109069,Sil,2012-04-10,FALSE,Álvaro Obregón,19.38399,-99.19596,Habitación privada,1,strict_14_with_grace_period
433876,Comfy Room 10 mins UAM-Iztapalapa,2142017,Itzel & Maribel,2012-04-15,TRUE,Iztapalapa,19.35654,-99.0803,Habitación privada,2,moderate
450938,Be free on Mexico City. all Combo!!,2239328,Juan Cristobal,2012-04-27,FALSE,Cuauhtémoc,19.46137,-99.16074,Habitación privada,2,flexible
454077,Explore the City's Historic Center,2256144,Fernanda,2012-04-30,FALSE,Cuauhtémoc,19.42577,-99.13721,Habitación privada,1,flexible
454693,"Condesa, ideal location apartment",1601561,Sylvia Eugenia,2012-01-12,TRUE,Cuauhtémoc,19.40618,-99.17342,Alojamiento entero,4,strict_14_with_grace_period
456409,habitación privada cerca de polanco,2269083,Alondra,2012-05-01,FALSE,Miguel Hidalgo,19.44338,-99.18841,Habitación privada,1,strict_14_with_grace_period
456461,Lit room with balcony new Polanco,2269083,Alondra,2012-05-01,FALSE,Miguel Hidalgo,19.44496,-99.18658,Habitación compartida,1,strict_14_with_grace_period
457700,Studio Chapultepec Mexico City,2275010,Mariana,2012-05-02,FALSE,Miguel Hidalgo,19.41471,-99.18563,Habitación privada,2,strict_14_with_grace_period
458808,Furnished suites exelent location,2281290,Suites,2012-05-03,FALSE,Cuauhtémoc,19.42741,-99.16022,Alojamiento entero,2,flexible
480752,Lots of light & views in Condesa MX,1921943,Jeppe,2012-03-14,TRUE,Cuauhtémoc,19.41766,-99.1764,Alojamiento entero,4,strict_14_with_grace_period
486913,DF51 Apartamento céntrico  y tranquilo,2409917,Darío,2012-05-18,FALSE,Cuauhtémoc,19.438,-99.162,Alojamiento entero,3,strict_14_with_grace_period
489774,Luxury Apt. Plaza Carso Polanco,2415111,Max,2012-05-19,FALSE,Miguel Hidalgo,19.4435,-99.20307,Alojamiento entero,6,strict_14_with_grace_period
491412,Luxury Room for rent in Mexico City,2428947,Esther,2012-05-21,FALSE,Miguel Hidalgo,19.38845,-99.24108,Habitación privada,1,moderate
499553,"Deluxe 4-BR penthouse, views, historic center",1297488,Petra,2011-10-16,TRUE,Cuauhtémoc,19.4345,-99.13877,Alojamiento entero,7,strict_14_with_grace_period
499676,"Fabulous 3BR penthouse, Views, Historic Center",1297488,Petra,2011-10-16,TRUE,Cuauhtémoc,19.43493,-99.13883,Alojamiento entero,6,strict_14_with_grace_period
517503,Nice big room near airport,2547499,Irma,2012-06-04,FALSE,Venustiano Carranza,19.43852,-99.08118,Habitación privada,2,flexible
521867,Beautiful  bedroom in Mexico City near Sta Fe,2566613,Flor,2012-06-06,FALSE,Álvaro Obregón,19.38751,-99.22409,Habitación privada,1,flexible
527473,Roma Condesa Espectacular Home,158585,Fernando,2010-07-05,FALSE,Cuauhtémoc,19.41848,-99.17195,Alojamiento entero,4,strict_14_with_grace_period
544105,"New Polanco, great location 4 work/short holiday",2674950,Elizabeth,2012-06-18,TRUE,Miguel Hidalgo,19.44236,-99.20128,Habitación privada,2,flexible
550908,Haven in Coyoacan,2707742,Paloma,2012-06-21,FALSE,Coyoacán,19.34997,-99.17214,Alojamiento entero,2,flexible
552666,LOVELY COMFY BRIGHT FLAT DOWNTOWN!!,2715914,Emiliano,2012-06-22,TRUE,Cuauhtémoc,19.42791,-99.15133,Alojamiento entero,2,strict_14_with_grace_period
555663,NICE FURNISHED PLACE WELL LOCATED,2732644,Paola,2012-06-24,FALSE,Cuauhtémoc,19.42857,-99.15599,Alojamiento entero,2,flexible
561743,amazing flat in the heart of CONDES,2761952,Fatima,2012-06-27,FALSE,Cuauhtémoc,19.40735,-99.18078,Alojamiento entero,4,strict_14_with_grace_period
567176,céntrico cuarto en el D.F.,2336127,Ana Karen,2012-05-10,FALSE,Cuauhtémoc,19.4545,-99.15792,Habitación privada,1,moderate
571166,MODERN/HIP FURNISHED APARTMENT  DF,196253,Fernando,2010-08-09,FALSE,Cuauhtémoc,19.41131,-99.1769,Alojamiento entero,3,strict_14_with_grace_period
579534,"""Frida"" beautiful Private Room",1326107,Jacqueline,2011-10-23,FALSE,Cuauhtémoc,19.41484,-99.15613,Habitación privada,2,strict_14_with_grace_period
583039,"Balcony Amazing Views, AC, Personlized Tours 12D",2872228,Bruce,2012-07-08,FALSE,Cuauhtémoc,19.43269,-99.14547,Alojamiento entero,4,strict_14_with_grace_period
587677,Great room with nice terrace 15 min to Santa Fe,1969754,Luigui,2012-03-19,FALSE,Álvaro Obregón,19.34365,-99.22526,Habitación privada,2,moderate
607833,Apartment close to the Basílica.,1849414,Omar,2012-03-03,FALSE,Gustavo A. Madero,19.48311,-99.11389,Habitación privada,2,strict_14_with_grace_period
608312,Trendy Condesa nice room for rent..,1969996,Gloria,2012-03-19,FALSE,Cuauhtémoc,19.40716,-99.17694,Habitación privada,2,moderate
609012,Beautiful appartement on Reforma,2944126,Dacio,2012-07-15,FALSE,Cuauhtémoc,19.43294,-99.15559,Alojamiento entero,4,strict_14_with_grace_period
609594,Room in Xochimilco,2223274,Luis,2012-04-25,FALSE,Xochimilco,19.26501,-99.1134,Alojamiento entero,5,flexible
610914,"Stylish 2BR penthouse, views, in Historic Center",1297488,Petra,2011-10-16,TRUE,Cuauhtémoc,19.43449,-99.13916,Alojamiento entero,4,strict_14_with_grace_period
611179,"Spectacular 1BR Penthouse, Views, Historic Center",1297488,Petra,2011-10-16,TRUE,Cuauhtémoc,19.43627,-99.13763,Alojamiento entero,2,strict_14_with_grace_period
611337,"Magnificent 2-BR apartment, views",1297488,Petra,2011-10-16,TRUE,Cuauhtémoc,19.43611,-99.1386,Alojamiento entero,4,strict_14_with_grace_period
613181,90m2 / Mexico City's Hist. downtown,3040937,Jano,2012-07-24,FALSE,Cuauhtémoc,19.43888,-99.13617,Alojamiento entero,4,strict_14_with_grace_period
617137,Apt near Mexico City's downtown,3059169,Andoni,2012-07-26,FALSE,Cuauhtémoc,19.44722,-99.16065,Habitación compartida,2,flexible
618711,Mini hostel double bed girls,2269083,Alondra,2012-05-01,FALSE,Miguel Hidalgo,19.44566,-99.18688,Habitación compartida,1,strict_14_with_grace_period
628081,"Sunny comfy flat,great location!",2991302,Laura,2012-07-19,TRUE,Cuauhtémoc,19.41789,-99.17209,Alojamiento entero,3,moderate
635324,Lovely studio in colonial San Angel,264422,Regina & Romain,2010-10-17,TRUE,Álvaro Obregón,19.35323,-99.19343,Alojamiento entero,2,flexible
640803,"Juan O'Gorman House - Studio,",3200155,Paulina,2012-08-08,TRUE,Álvaro Obregón,19.35002,-99.19902,Alojamiento entero,5,strict_14_with_grace_period
642797,"Big Penthouse, Unmatched View. Great Location.",3151538,Leon,2012-08-03,TRUE,Miguel Hidalgo,19.4143,-99.18042,Alojamiento entero,8,strict_14_with_grace_period
654040,Private room in nice apartment,3289927,Yaotl,2012-08-17,FALSE,Miguel Hidalgo,19.44187,-99.18437,Habitación privada,1,flexible
654106,1 private room in a nice apartment,3289927,Yaotl,2012-08-17,FALSE,Miguel Hidalgo,19.44185,-99.18494,Habitación privada,1,strict_14_with_grace_period
655422,Comfortable house in Mexico City.,3299226,Carlos,2012-08-18,FALSE,Venustiano Carranza,19.41451,-99.11776,Alojamiento entero,10,flexible
658910,"Room in Mexico city, Safe & Nice",1500662,Christelle,2011-12-13,FALSE,La Magdalena Contreras,19.33048,-99.21342,Habitación privada,2,flexible
674320,"Condesa Gem: Space, Beauty, Location & Safety",1461534,Adolfo,2011-12-01,TRUE,Cuauhtémoc,19.40897,-99.17146,Alojamiento entero,5,moderate
691019,Modern Complex in Historic District⭐️,3531879,Gonzalo & Sandra,2012-09-10,FALSE,Cuauhtémoc,19.4314,-99.14397,Alojamiento entero,6,strict_14_with_grace_period
696031,A 2 cuadras de Polanco,3531879,Gonzalo & Sandra,2012-09-10,FALSE,Miguel Hidalgo,19.44298,-99.18343,Alojamiento entero,4,strict_14_with_grace_period
696037,"3 Bedrooms, 2 blocks from Polanco - ALL RENOVATED!",3531879,Gonzalo & Sandra,2012-09-10,FALSE,Miguel Hidalgo,19.44284,-99.18504,Alojamiento entero,6,strict_14_with_grace_period
697933,"Apt. Mural 1, ideal couples, near WTC & Condesa",519159,Jorge & Monnah,2011-04-18,TRUE,Miguel Hidalgo,19.40186,-99.18319,Alojamiento entero,2,flexible
704761,"Apt Mural 3, ideal couples, near the WTC & Condesa",519159,Jorge & Monnah,2011-04-18,TRUE,Miguel Hidalgo,19.4019,-99.183090000000007,Alojamiento entero,2,flexible
704779,"Historic Centre, Private Tours, Pool, Gym 104",2872228,Bruce,2012-07-08,FALSE,Cuauhtémoc,19.43056,-99.14725,Alojamiento entero,3,moderate
714392,Suite en Polanco con encanto :D,3477536,Claudia,2012-09-05,TRUE,Miguel Hidalgo,19.43648,-99.18578,Alojamiento entero,2,moderate
717874,bachelor for rent,3701050,Jorge Mario,2012-09-28,FALSE,Cuauhtémoc,19.4117,-99.178210000000007,Habitación privada,1,flexible
728372,CASA INDIGO IN THE CENTER OF MEXICO CITY,3777702,Abraham,2012-10-06,FALSE,Cuauhtémoc,19.44371,-99.14442,Habitación privada,16,strict_14_with_grace_period
729898,HEART OF CONDESA  ART DECO BUILDING,1288063,Francisco & Rodolfo,2011-10-13,TRUE,Cuauhtémoc,19.41374,-99.16664,Alojamiento entero,3,strict_14_with_grace_period
736107,Best Location at La Roma-Condesa,3800330,Yas,2012-10-08,FALSE,Cuauhtémoc,19.42397,-99.15571,Alojamiento entero,4,moderate
737328,Business Suite BEIGE near Reforma,3850198,Hermann,2012-10-12,TRUE,Cuauhtémoc,19.42992,-99.16958,Alojamiento entero,2,moderate
741557,Business Suite ORANGE near Reforma,3850198,Hermann,2012-10-12,TRUE,Cuauhtémoc,19.43034,-99.16985,Alojamiento entero,2,moderate
741564,A great place to be. ONE,3881522,Misantla,2012-10-15,FALSE,Cuauhtémoc,19.40574,-99.15776,Habitación privada,2,strict_14_with_grace_period
741663,Beautiful full furnished apartmente,3882003,Vera,2012-10-15,FALSE,Cuajimalpa de Morelos,19.36561,-99.27728,Alojamiento entero,1,strict_14_with_grace_period
757338,"5 rooms common areas, private residence, La casa",3991683,Leonora,2012-10-27,FALSE,Coyoacán,19.34424,-99.16949,Alojamiento entero,10,moderate
758602,In the best location in Mexico,3996052,Ivonne,2012-10-28,FALSE,Benito Juárez,19.37498,-99.18241,Habitación privada,1,moderate
760912,"Stylish bachelor pad in La Roma, DF",3817743,Max,2012-10-09,FALSE,Cuauhtémoc,19.40975,-99.1621,Habitación privada,2,flexible
773150,LOVELY LITTLE HOUSE COYOACAN,4079778,Rosa Maria,2012-11-06,FALSE,Coyoacán,19.34604,-99.15938,Alojamiento entero,3,moderate
783480,"Area Sta.Fe,IberoABC Hospital Rooms",4129056,Janet,2012-11-12,TRUE,Cuajimalpa de Morelos,19.35213,-99.28565,Habitación privada,4,strict_14_with_grace_period
783609,Apartment 3 blocks from Bellas Arte,4131894,Francisco Fidel,2012-11-12,TRUE,Cuauhtémoc,19.43345,-99.13883,Alojamiento entero,5,flexible
783919,La Mexicana- LGBTTTIQA & Women Only,4133627,Ever,2012-11-12,FALSE,Cuajimalpa de Morelos,19.3602,-99.27062,Habitación privada,2,moderate
784107,Cozy bedroom in Roma-Condesa,3126571,Andrea,2012-08-01,TRUE,Cuauhtémoc,19.41678,-99.17071,Habitación privada,2,strict_14_with_grace_period
796477,Classic but Modern Apartment,4195771,Jair,2012-11-19,FALSE,Cuauhtémoc,19.41633,-99.17505,Habitación privada,2,moderate
811088,Sunny 2-bdr. apartment in Condesa!,76304,Cata,2010-02-01,FALSE,Cuauhtémoc,19.41465,-99.17811,Alojamiento entero,4,moderate
817291,Live Mexico City Like a Small Town,4017148,Alberto & Lu,2012-10-30,FALSE,Benito Juárez,19.38439,-99.17861,Alojamiento entero,4,moderate
822005,AMAZING LOFT in the heart of CDMX,4316391,Alejandro,2012-12-03,FALSE,Miguel Hidalgo,19.40321,-99.17758,Alojamiento entero,6,strict_14_with_grace_period
824016,Suite 5 - Suites Condesa Mexico,4326326,Rodrigo,2012-12-04,FALSE,Cuauhtémoc,19.40846,-99.17346,Alojamiento entero,2,moderate
826691,Suite 7 - Suites Condesa Mexico,4326326,Rodrigo,2012-12-04,FALSE,Cuauhtémoc,19.41016,-99.1739,Alojamiento entero,2,moderate
826760,Suite 12 - Suites Condesa Mexico,4326326,Rodrigo,2012-12-04,FALSE,Cuauhtémoc,19.40997,-99.17277,Alojamiento entero,4,strict_14_with_grace_period
828714,Apartment with Internet & 2 cable TV's,4344353,Miriam,2012-12-06,FALSE,Coyoacán,19.34277,-99.15553,Alojamiento entero,4,flexible
832805,Casa Indigo in the Center Mex City 10-29 Persons,3777702,Abraham,2012-10-06,FALSE,Cuauhtémoc,19.44286,-99.14719,Alojamiento entero,16,strict_14_with_grace_period
840176,department only men share,2828190,Alejandro,2012-07-04,FALSE,Miguel Hidalgo,19.41007,-99.19358,Habitación privada,2,flexible
844818,Well located on calm neighborhood,4410326,Fernando,2012-12-15,FALSE,Benito Juárez,19.38265,-99.18203,Habitación privada,1,moderate
858277,"Beautiful, Big apartment, Condesa,",3200155,Paulina,2012-08-08,TRUE,Cuauhtémoc,19.41496,-99.17367,Alojamiento entero,6,strict_14_with_grace_period
859081,Centric Mexico City,3241560,Dora,2012-08-13,FALSE,Benito Juárez,19.39168,-99.1629,Alojamiento entero,2,moderate
864999,"Authentic b & b room, Coyoa Girasol",3991683,Leonora,2012-10-27,FALSE,Coyoacán,19.34392,-99.16939,Habitación privada,2,moderate
865012,Business Suite RED near Reforma Av.,3850198,Hermann,2012-10-12,TRUE,Cuauhtémoc,19.42994,-99.16954,Alojamiento entero,2,moderate
865017,"Elegant b & b room, Coyoacan",3991683,Leonora,2012-10-27,FALSE,Coyoacán,19.34434,-99.17107,Habitación privada,2,moderate
867205,"Nice Bedroom, Downtown Mexico City",2125028,David,2012-04-12,FALSE,Cuauhtémoc,19.43354,-99.14817,Habitación privada,2,flexible
868843,Business Suite PURPLE near Reforma,3850198,Hermann,2012-10-12,TRUE,Cuauhtémoc,19.43099,-99.17047,Alojamiento entero,2,moderate
868986,Business Suite BLUE near Reforma Av,3850198,Hermann,2012-10-12,TRUE,Cuauhtémoc,19.43038,-99.16972,Alojamiento entero,2,moderate
869063,Business Suite BLACK near Reforma,3850198,Hermann,2012-10-12,TRUE,Cuauhtémoc,19.42984,-99.16936,Alojamiento entero,2,moderate
883511,CASA INDIGO 3 IN THE CENTER OF MEX. CITY,3777702,Abraham,2012-10-06,FALSE,Cuauhtémoc,19.44199,-99.14654,Habitación privada,16,strict_14_with_grace_period
896522,"592 ft at Downtown, Mexico City",4647293,Martina,2013-01-09,FALSE,Cuauhtémoc,19.43644,-99.13434,Alojamiento entero,2,moderate
898633,PRIVATE room in the BEST location,4796027,Marco,2013-01-21,TRUE,Cuauhtémoc,19.42105,-99.16518,Habitación privada,2,strict_14_with_grace_period
911088,Se renta habitación en el centro,2875548,Martha,2012-07-09,FALSE,Cuauhtémoc,19.4245,-99.13802,Habitación privada,1,flexible
913084,15 blocks from Paseo de la Reforma,4647293,Martina,2013-01-09,FALSE,Miguel Hidalgo,19.43982,-99.17104,Alojamiento entero,2,flexible
927919,Comfy and quiet apt La Condesa,1608293,Mariel,2012-01-15,FALSE,Cuauhtémoc,19.40916,-99.17517,Alojamiento entero,6,moderate
931771,"Room in Mexico City, Coyoacan.",5019262,Bruni,2013-02-08,FALSE,Coyoacán,19.32667,-99.14259,Habitación privada,2,moderate
935443,Rent my room!,3535869,Luis,2012-09-11,FALSE,Benito Juárez,19.40019,-99.14515,Habitación privada,2,moderate
939721,Radiant Apartment with Terrace in Roma Norte (1/4),4821807,Alex,2013-01-23,TRUE,Cuauhtémoc,19.42121,-99.15498,Alojamiento entero,3,strict_14_with_grace_period
940123,Revived Studio Loft in 18th Century Building,3285196,Juan Carlos,2012-08-16,TRUE,Cuauhtémoc,19.43245,-99.13868,Alojamiento entero,2,moderate
