anio	anfitrion	partidos_crudo
1978	argentina	(12) 6 June   West Germany    6-0    Mexico   @ Estadio Chateau Carreras, Córdoba
1978	argentina	(19) 10 June  Poland          3-1    Mexico   @ Estadio Gigante de Arroyito, Rosario
1978	argentina	(20) 10 June  West Germany    0-0    Tunisia  @ Estadio Olímpico Chateau Carreras, Córdoba
1978	argentina	(5)  3 June   Austria      2-1    Spain     @ Estadio José Amalfitani, Buenos Aires
1978	argentina	(6)  3 June   Brazil       1-1    Sweden    @ Estadio José Maria Minella, Mar del Plata
1978	argentina	(13) 7 June   Austria      1-0    Sweden    @ Estadio José Amalfitani, Buenos Aires
1978	argentina	(14) 7 June   Brazil       0-0    Spain     @ Estadio José Maria Minella, Mar del Plata
1978	argentina	(21) 11 June  Spain        1-0    Sweden    @ Estadio José Amalfitani, Buenos Aires
1978	argentina	(22) 11 June  Brazil       1-0    Austria   @ Estadio José Maria Minella, Mar del Plata
1978	argentina	(7)  3 June   Peru           3-1    Scotland     @ Estadio Chateau Carreras, Córdoba
1978	argentina	(8)  3 June   Netherlands    3-0    Iran         @ Estadio Ciudad de Mendoza, Mendoza
1978	argentina	(15) 7 June   Scotland       1-1    Iran         @ Estadio Chateau Carreras, Córdoba
1978	argentina	(16) 7 June   Netherlands    0-0    Peru         @ Estadio Ciudad de Mendoza, Mendoza
1978	argentina	(23) 11 June  Peru           4-1    Iran         @ Estadio Chateau Carreras, Córdoba
1978	argentina	(24) 11 June  Scotland       3-2    Netherlands  @ Estadio Ciudad de Mendoza, Mendoza
1978	argentina	(25) 14 June   Italy          0-0    West Germany  @ Estadio Monumental, Buenos Aires
1978	argentina	(27) 14 June   Austria        1-5    Netherlands   @ Estadio Chateau Carreras, Córdoba
1978	argentina	(29) 18 June   Italy          1-0    Austria       @ Estadio Monumental, Buenos Aires
1978	argentina	(31) 18 June   Netherlands    2-2    West Germany  @ Estadio Chateau Carreras, Córdoba
1978	argentina	(33) 21 June   Italy          1-2    Netherlands    @ Estadio Monumental, Buenos Aires
1978	argentina	(35) 21 June   Austria        3-2    West Germany   @ Estadio Chateau Carreras, Córdoba
1978	argentina	(26) 14 June   Argentina      2-0    Poland    @ Estadio Gigante de Arroyito, Rosario
1978	argentina	(28) 14 June   Peru           0-3    Brazil    @ Estadio Ciudad de Mendoza, Mendoza
1978	argentina	(30) 18 June   Argentina      0-0    Brazil    @ Estadio Gigante de Arroyito, Rosario
1978	argentina	(32) 18 June   Peru           0-1    Poland    @ Estadio Ciudad de Mendoza, Mendoza
1978	argentina	(34) 21 June   Argentina      6-0    Peru      @ Estadio Gigante de Arroyito, Rosario
1978	argentina	(36) 21 June   Poland         1-3    Brazil    @ Estadio Ciudad de Mendoza, Mendoza
1978	argentina	(37) 24 June    Brazil        2-1    Italy       @ Estadio Monumental, Buenos Aires
1978	argentina	(38) 25 June   Netherlands    1-3 a.e.t. 1-1   Argentina   @ Estadio Monumental, Buenos Aires
1982	spain	(2)  14 June   Italy     0-0    Poland     @ Balaídos, Vigo
1982	spain	(4)  15 June   Peru      0-0    Cameroon   @ Estadio de Riazor, A Coruña
1982	spain	(13) 18 June   Italy     1-1    Peru         @ Balaídos, Vigo
1982	spain	(16) 19 June   Poland    0-0    Cameroon   @ Estadio de Riazor, A Coruña
1982	spain	(25) 22 June   Poland    5-1    Peru     @ Estadio de Riazor, A Coruña
1982	spain	(28) 23 June   Italy     1-1    Cameroon   @ Balaídos, Vigo
1982	spain	(7)  16 June   West Germany    1-2    Algeria  @ El Molinón, Gijón
1982	spain	(10) 17 June   Chile           0-1    Austria  @ Estadio Carlos Tartiere, Oviedo
1982	spain	(19) 20 June   West Germany    4-1    Chile   @ El Molinón, Gijón
1982	spain	(22) 21 June   Algeria         0-2    Austria   @ Estadio Carlos Tartiere, Oviedo
1982	spain	(31) 24 June   Algeria         3-2    Chile   @ Estadio Carlos Tartiere, Oviedo
1982	spain	(34) 25 June   West Germany    1-0    Austria  @ El Molinón, Gijón
1982	spain	(1)  13 June   Argentina    0-1    Belgium    @ Camp Nou, Barcelona
1982	spain	(5)  15 June   Hungary     10-1    El Salvador  @ Nuevo Estadio, Elche
1982	spain	(14) 18 June   Argentina    4-1    Hungary    @ Estadio José Rico Pérez, Alicante
1982	spain	(17) 19 June   Belgium      1-0    El Salvador  @ Nuevo Estadio, Elche
1982	spain	(26) 22 June   Belgium      1-1    Hungary        @ Nuevo Estadio, Elche
1982	spain	(29) 23 June   Argentina    2-0    El Salvador  @ Estadio José Rico Pérez, Alicante
1982	spain	(8)  16 June   England         3-1    France   @ Estadio San Mamés, Bilbao
1982	spain	(11) 17 June   Czechoslovakia  1-1    Kuwait  @ Estadio José Zorrilla, Valladolid
1982	spain	(20) 20 June   England         2-0    Czechoslovakia   @ Estadio San Mamés, Bilbao
1982	spain	(23) 21 June   France          4-1    Kuwait           @ Estadio José Zorrilla, Valladolid
1982	spain	(32) 24 June   France          1-1    Czechoslovakia   @ Estadio José Zorrilla, Valladolid
1982	spain	(35) 25 June   England         1-0    Kuwait           @ Estadio San Mamés, Bilbao
1982	spain	(9)  16 June   Spain           1-1    Honduras     @ Estadio Luis Casanova, Valencia
1982	spain	(12) 17 June   Yugoslavia      0-0    Northern Ireland  @ La Romareda, Zaragoza
1982	spain	(21) 20 June   Spain           2-1    Yugoslavia   @ Estadio Luis Casanova, Valencia
1982	spain	(24) 21 June   Honduras        1-1    Northern Ireland  @ La Romareda, Zaragoza
1982	spain	(33) 24 June   Honduras        0-1    Yugoslavia    @ La Romareda, Zaragoza
1982	spain	(36) 25 June   Spain           0-1    Northern Ireland  @ Estadio Luis Casanova, Valencia
1982	spain	(3)  14 June   Brazil          2-1    Soviet Union   @ Estadio Ramón Sánchez Pizjuán, Seville
1982	spain	(6)  15 June   Scotland        5-2    New Zealand  @ Estadio La Rosaleda, Málaga
1982	spain	(15) 18 June   Brazil          4-1    Scotland   @ Estadio Benito Villamarín, Seville
1982	spain	(18) 19 June   Soviet Union    3-0    New Zealand   @ Estadio La Rosaleda, Málaga
1982	spain	(27) 22 June   Soviet Union    2-2    Scotland   @ Estadio La Rosaleda, Málaga
1982	spain	(30) 23 June   Brazil          4-0    New Zealand    @ Estadio Benito Villamarín, Seville
1982	spain	(38) 28 June   Poland          3-0    Belgium        @ Camp Nou, Barcelona
1982	spain	(42) 1 July    Belgium         0-1    Soviet Union   @ Camp Nou, Barcelona
1982	spain	(46) 4 July    Soviet Union    0-0    Poland   @ Camp Nou, Barcelona
1982	spain	(40) 29 June   West Germany    0-0    England  @ Estadio Santiago Bernabéu, Madrid
1982	spain	(44) 2 July    West Germany    2-1    Spain    @ Estadio Santiago Bernabéu, Madrid
1982	spain	(48) 5 July    Spain           0-0    England          @ Estadio Santiago Bernabéu, Madrid
1982	spain	(39) 29 June   Italy        2-1    Argentina      @ Estadio Sarriá, Barcelona
1982	spain	(43) 2 July    Argentina    1-3    Brazil     @ Estadio Sarriá, Barcelona
1982	spain	(47) 5 July    Italy         3-2    Brazil         @ Estadio Sarriá, Barcelona
1982	spain	(37) 28 June   Austria           0-1    France    @ Estadio Vicente Calderón, Madrid
1982	spain	(41) 1 July    Austria           2-2    Northern Ireland   @ Estadio Vicente Calderón, Madrid
1982	spain	(45) 4 July    Northern Ireland  1-4    France   @ Estadio Vicente Calderón, Madrid
1982	spain	(49) 8 July    Poland        0-2    Italy   @ Camp Nou, Barcelona
1982	spain	(50) 8 July    West Germany  5-4pen 3-3aet 1-1  France  @ Estadio Ramón Sánchez Pizjuán, Seville
1982	spain	(51) 10 July   Poland    3-2    France  @ Estadio José Rico Pérez, Alicante
1982	spain	(52) 11 July   Italy     3-1    West Germany   @ Estadio Santiago Bernabéu
1986	mexico	(1)  31 May   Bulgaria       1-1    Italy   @ Estadio Azteca, Mexico City
1986	mexico	(4)   2 June   Argentina      3-1    South Korea  @ Estadio Olímpico Universitario, Mexico City
1986	mexico	(13)  5 June   Italy          1-1    Argentina   @ Estadio Cuauhtémoc, Puebla
1986	mexico	(14)  5 June   South Korea    1-1    Bulgaria  @ Estadio Olímpico Universitario, Mexico City
1986	mexico	(27) 10 June  South Korea    2-3    Italy  @ Estadio Cuauhtémoc, Puebla
1986	mexico	(28) 10 June  Argentina      2-0    Bulgaria @ Estadio Olímpico Universitario, Mexico City
1986	mexico	(7)  3 June   Belgium       1-2    Mexico   @ Estadio Azteca, Mexico City
1986	mexico	(10) 4 June   Paraguay      1-0    Iraq     @ Estadio Nemesio Díez, Toluca
1986	mexico	(19) 7 June   Mexico        1-1    Paraguay   @ Estadio Azteca, Mexico City
1986	mexico	(22) 8 June   Iraq          1-2    Belgium      @ Estadio Nemesio Díez, Toluca
1986	mexico	(29) 11 June  Iraq          0-1    Mexico       @ Estadio Azteca, Mexico City
1986	mexico	(30) 11 June  Paraguay      2-2    Belgium  @ Estadio Nemesio Díez, Toluca
1986	mexico	(2)  1 June   Canada          0-1    France         @ Estadio Nou Camp, León
1986	mexico	(5)  2 June   Soviet Union    6-0    Hungary  @ Estadio Sergio León Chavez, Irapuato
1986	mexico	(15) 5 June   France          1-1    Soviet Union   @ Estadio Nou Camp, León
1986	mexico	(16) 6 June   Hungary         2-0    Canada       @ Estadio Sergio León Chavez, Irapuato
1986	mexico	(25) 9 June   Hungary         0-3    France       @ Estadio Nou Camp, León
1986	mexico	(26) 9 June   Soviet Union    2-0    Canada   @ Estadio Sergio León Chavez, Irapuato
1986	mexico	(3)  1 June   Spain               0-1    Brazil   @ Estadio Jalisco, Guadalajara
1986	mexico	(8)  3 June   Algeria             1-1    Northern Ireland  @ Estadio Tres de Marzo, Guadalajara
1986	mexico	(17) 6 June   Brazil              1-0    Algeria  @ Estadio Jalisco, Guadalajara
1986	mexico	(20) 7 June   Northern Ireland    1-2    Spain   @ Estadio Tres de Marzo, Guadalajara
1986	mexico	(33) 12 June  Northern Ireland    0-3    Brazil  @ Estadio Jalisco, Guadalajara
1986	mexico	(34) 12 June  Algeria             0-3    Spain   @ Estadio Tecnológico, Monterrey
1986	mexico	(11) 4 June  Uruguay         1-1    West Germany    @ Estadio La Corregidora, Querétaro
1986	mexico	(12) 4 June  Scotland        0-1    Denmark       @ Estadio Neza 86, Nezahualcóyotl
1986	mexico	(23) 8 June  West Germany    2-1    Scotland  @ Estadio La Corregidora, Querétaro
1986	mexico	(24) 8 June  Denmark         6-1    Uruguay         @ Estadio Neza 86, Nezahualcóyotl
1986	mexico	(35) 13 June Denmark         2-0    West Germany    @ Estadio La Corregidora, Querétaro
1986	mexico	(36) 13 June Scotland        0-0    Uruguay       @ Estadio Neza 86, Nezahualcóyotl
1986	mexico	(6)  2 June   Morocco     0-0    Poland     @ Estadio Universitario, Monterrey
1986	mexico	(9)  3 June   Portugal    1-0    England    @ Estadio Tecnológico, Monterrey
1986	mexico	(18) 6 June   England     0-0    Morocco    @ Estadio Tecnológico, Monterrey
1986	mexico	(21) 7 June   Poland      1-0    Portugal     @ Estadio Universitario, Monterrey
1986	mexico	(31) 11 June  Portugal    1-3    Morocco    @ Estadio Tres de Marzo, Guadalajara
1986	mexico	(32) 11 June  England     3-0    Poland     @ Estadio Tecnológico, Monterrey
1986	mexico	(37) 15 June   Mexico       2-0    Bulgaria   @ Estadio Azteca, Mexico City
1986	mexico	(38) 15 June   Soviet Union  3-4 a.e.t.  2-2   Belgium  @ Estadio Nou Camp, León
1986	mexico	(39) 16 June   Argentina    1-0    Uruguay  @ Estadio Cuauhtémoc, Puebla
1986	mexico	(40) 16 June   Brazil       4-0    Poland     @ Estadio Jalisco, Guadalajara
1986	mexico	(41) 17 June   Italy      0-2    France       @ Estadio Olímpico Universitario, Mexico City
1986	mexico	(42) 17 June   Morocco    0-1    West Germany  @ Estadio Universitario, Monterrey
1986	mexico	(43) 18 June   England    3-0    Paraguay   @ Estadio Azteca, Mexico City
1986	mexico	(44) 18 June   Denmark    1-5    Spain      @ Estadio La Corregidora, Querétaro
1986	mexico	(45) 21 June    Brazil  3-4pen 1-1aet 1-1  France          @ Estadio Jalisco, Guadalajara
1986	mexico	(46) 21 June    West Germany  4-1pen 0-0 aet 0-0  Mexico   @ Estadio Universitario, Monterrey
1986	mexico	(47) 22 June    Spain    4-5pen 1-1 aet 1-1    Belgium      @ Estadio Cuauhtémoc, Puebla
1986	mexico	(48) 22 June    Argentina    2-1    England              @ Estadio Azteca, Mexico City
1986	mexico	(49) 25 June    Argentina    2-0    Belgium      @ Estadio Azteca, Mexico City
1986	mexico	(50) 25 June    France       0-2    West Germany     @ Estadio Jalisco, Guadalajara
1986	mexico	(51) 28 June    France   4-2aet 2-2   Belgium      @ Estadio Cuauhtémoc, Puebla
1986	mexico	(52) 29 June    Argentina    3-2    West Germany  @ Estadio Azteca, Mexico City
1990	italy	(3)   9 June   Italy      1-0    Austria   @ Stadio Olimpico, Rome
1990	italy	(5)  10 June  United States    1-5    Czechoslovakia  @ Stadio Comunale, Florence
1990	italy	(15) 14 June  Italy      1-0    United States   @ Stadio Olimpico, Rome
1990	italy	(17) 15 June  Austria    0-1    Czechoslovakia  @ Stadio Comunale, Florence
1990	italy	(29) 19 June  Italy      2-0    Czechoslovakia    @ Stadio Olimpico, Rome
1990	italy	(30) 19 June  Austria    2-1    United States   @ Stadio Comunale, Florence
1990	italy	(1)   8 June   Argentina       0-1    Cameroon   @ San Siro, Milan
1990	italy	(2)   9 June   Soviet Union    0-2    Romania  @ Stadio San Nicola, Bari
1990	italy	(13) 13 June  Argentina       2-0    Soviet Union  @ Stadio San Paolo, Naples
1990	italy	(16) 14 June  Cameroon        2-1    Romania   @ Stadio San Nicola, Bari
1990	italy	(25) 18 June  Argentina       1-1    Romania  @ Stadio San Paolo, Naples
1990	italy	(26) 18 June  Cameroon        0-4    Soviet Union   @ Stadio San Nicola, Bari
1990	italy	(6)  10 June   Brazil        2-1    Sweden    @ Stadio Delle Alpi, Turin
1990	italy	(8)  11 June   Costa Rica    1-0    Scotland  @ Stadio Luigi Ferraris, Genoa
1990	italy	(19) 16 June   Brazil        1-0    Costa Rica  @ Stadio Delle Alpi, Turin
1990	italy	(20) 16 June   Sweden        1-2    Scotland   @ Stadio Luigi Ferraris, Genoa
1990	italy	(31) 20 June   Brazil        1-0    Scotland   @ Stadio Delle Alpi, Turin
1990	italy	(32) 20 June   Sweden        1-2    Costa Rica  @ Stadio Luigi Ferraris, Genoa
1990	italy	(4)   9 June    United Arab Emirates    0-2    Colombia  @ Stadio Renato Dall'Ara, Bologna
1990	italy	(7)  10 June   West Germany    4-1    Yugoslavia  @ San Siro, Milan
1990	italy	(14) 14 June   Yugoslavia      1-0    Colombia  @ Stadio Renato Dall'Ara, Bologna
1990	italy	(18) 15 June   West Germany    5-1    United Arab Emirates  @ San Siro, Milan
1990	italy	(27) 19 June   West Germany    1-1    Colombia   @ San Siro, Milan
1990	italy	(28) 19 June   Yugoslavia      4-1    United Arab Emirates  @ Stadio Renato Dall'Ara, Bologna
1990	italy	(10)  12 June    Belgium       2-0    South Korea  @ Stadio Marc'Antonio Bentegodi, Verona
1990	italy	(12)  13 June    Uruguay       0-0    Spain   @ Stadio Friuli, Udine
1990	italy	(23)  17 June    Belgium       3-1    Uruguay   @ Stadio Marc'Antonio Bentegodi, Verona
1990	italy	(24)  17 June    South Korea   1-3    Spain   @ Stadio Friuli, Udine
1990	italy	(33)  21 June    Belgium       1-2    Spain    @ Stadio Marc'Antonio Bentegodi, Verona
1990	italy	(34)  21 June    South Korea   0-1    Uruguay  @ Stadio Friuli, Udine
1990	italy	(9)  11 June    England      1-1    Ireland     @ Stadio Sant'Elia, Cagliari
1990	italy	(11) 12 June    Netherlands  1-1    Egypt   @ Stadio La Favorita, Palermo
1990	italy	(21) 16 June    England      0-0    Netherlands   @ Stadio Sant'Elia, Cagliari
1990	italy	(22) 17 June    Ireland      0-0    Egypt        @ Stadio La Favorita, Palermo
1990	italy	(35) 21 June    England      1-0    Egypt        @ Stadio Sant'Elia, Cagliari
1990	italy	(36) 21 June    Ireland      1-1    Netherlands   @ Stadio La Favorita, Palermo
1990	italy	(37) 23 June   Cameroon    2-1 a.e.t. 0-0    Colombia   @ Stadio San Paolo, Naples
1990	italy	(38) 23 June   Czechoslovakia    4-1    Costa Rica     @ Stadio San Nicola, Bari
1990	italy	(39) 24 June   Brazil          0-1    Argentina   @ Stadio Delle Alpi, Turin
1990	italy	(40) 24 June   West Germany    2-1    Netherlands  @ San Siro, Milan
1990	italy	(41) 25 June   Ireland   5-4pen  0-0 a.e.t. 0-0   Romania  @ Stadio Luigi Ferraris, Genoa
1990	italy	(42) 25 June   Italy    2-0    Uruguay    @ Stadio Olimpico, Rome
1990	italy	(43) 26 June   Spain    1-2 a.e.t. 1-1  Yugoslavia  @ Stadio Marc'Antonio Bentegodi, Verona
1990	italy	(44) 26 June   England    1-0 a.e.t. 0-0  Belgium   @ Stadio Renato Dall'Ara, Bologna
1990	italy	(45) 30 June    Yugoslavia   2-3pen   0-0 a.e.t. 0-0    Argentina  @ Stadio Artemio Franchi, Florence
1990	italy	(46) 30 June    Italy        1-0     Ireland  @ Stadio Olimpico, Rome
1990	italy	(47) 1 July     West Germany    1-0    Czechoslovakia  @ San Siro, Milan
1990	italy	(48) 1 July     England    3-2 a.e.t.  2-2    Cameroon  @ Stadio San Paolo, Naples
1990	italy	(49) 3 July     Italy    3-4pen  1-1 a.e.t. 1-1    Argentina  @ Stadio San Paolo, Naples
1990	italy	(50) 4 July     West Germany   4-3pen  1-1 a.e.t. 1-1   England  @ Stadio delle Alpi, Turin
1990	italy	(51) 7 July     Italy    2-1    England   @ Stadio San Nicola, Bari
1990	italy	(52) 8 July     West Germany    1-0    Argentina   @ Stadio Olimpico, Rome
1994	united-states	(3)  18 June    United States    1-1     Switzerland   @ Pontiac Silverdome, Pontiac
1994	united-states	(5)  18 June    Colombia         1-3    Romania  @ Rose Bowl, Pasadena
1994	united-states	(14) 22 June    Romania          1-4     Switzerland   @ Pontiac Silverdome, Pontiac
1994	united-states	(15) 22 June    United States    2-1    Colombia   @ Rose Bowl, Pasadena
1994	united-states	(25) 26 June    United States    0-1    Romania    @ Rose Bowl, Pasadena
1994	united-states	(26) 26 June    Switzerland      0-2    Colombia    @ Stanford Stadium, Stanford
1994	united-states	(8)  19 June   Cameroon    2-2    Sweden   @ Rose Bowl, Pasadena
1994	united-states	(9)  20 June   Brazil      2-0    Russia   @ Stanford Stadium, Stanford
1994	united-states	(19) 24 June   Brazil      3-0    Cameroon   @ Stanford Stadium, Stanford
1994	united-states	(20) 24 June   Sweden      3-1    Russia   @ Pontiac Silverdome, Pontiac
1994	united-states	(31) 28 June   Russia      6-1    Cameroon   @ Stanford Stadium, Stanford
1994	united-states	(32) 28 June   Brazil      1-1    Sweden   @ Pontiac Silverdome, Pontiac
1994	united-states	(1)  17 June   Germany      1-0    Bolivia    @ Soldier Field, Chicago
1994	united-states	(2)  17 June   Spain        2-2    South Korea    @ Cotton Bowl, Dallas
1994	united-states	(12) 21 June   Germany      1-1    Spain    @ Soldier Field, Chicago
1994	united-states	(17) 23 June   South Korea  0-0    Bolivia    @ Foxboro Stadium, Foxborough
1994	united-states	(27) 27 June   Bolivia      1-3    Spain     @ Soldier Field, Chicago
1994	united-states	(28) 27 June   Germany      3-2    South Korea    @ Cotton Bowl, Dallas
1994	united-states	(11) 21 June   Argentina    4-0    Greece   @ Foxboro Stadium, Foxborough
1994	united-states	(13) 21 June   Nigeria      3-0    Bulgaria   @ Cotton Bowl, Dallas
1994	united-states	(23) 25 June   Argentina    2-1    Nigeria   @ Foxboro Stadium, Foxborough
1994	united-states	(24) 26 June   Greece       0-4    Bulgaria   @ Soldier Field, Chicago
1994	united-states	(35) 30 June   Greece       0-2    Nigeria   @ Foxboro Stadium, Foxborough
1994	united-states	(36) 30 June   Argentina    0-2    Bulgaria   @ Cotton Bowl, Dallas
1994	united-states	(4)  18 June   Italy     0-1    Ireland   @ Giants Stadium, East Rutherford
1994	united-states	(7)  19 June   Norway    1-0    Mexico   @ RFK Stadium, Washington
1994	united-states	(16) 23 June   Italy     1-0    Norway   @ Giants Stadium, East Rutherford
1994	united-states	(18) 24 June   Mexico    2-1    Ireland   @ Citrus Bowl, Orlando
1994	united-states	(29) 28 June   Ireland   0-0    Norway   @ Giants Stadium, East Rutherford
1994	united-states	(30) 28 June   Italy     1-1    Mexico   @ RFK Stadium, Washington
1994	united-states	(6)  19 June   Belgium        1-0    Morocco    @ Citrus Bowl, Orlando
1994	united-states	(10) 20 June   Netherlands    2-1    Saudi Arabia   @ RFK Stadium, Washington
1994	united-states	(21) 25 June   Belgium        1-0    Netherlands   @ Citrus Bowl, Orlando
1994	united-states	(22) 25 June   Saudi Arabia   2-1    Morocco   @ Giants Stadium, East Rutherford
1994	united-states	(33) 29 June   Morocco        1-2    Netherlands   @ Citrus Bowl, Orlando
1994	united-states	(34) 29 June   Belgium        0-1    Saudi Arabia   @ RFK Stadium, Washington
1994	united-states	(37)  2 July   Germany       3-2    Belgium      @ Soldier Field, Chicago
1994	united-states	(38)  2 July   Spain         3-0    Switzerland  @ RFK Stadium, Washington
1994	united-states	(39)  3 July   Saudi Arabia  1-3    Sweden      @ Cotton Bowl, Dallas
1994	united-states	(40)  3 July   Romania       3-2    Argentina   @ Rose Bowl, Pasadena
1994	united-states	(41)  4 July   Netherlands   2-0    Ireland        @ Citrus Bowl, Orlando
1994	united-states	(42)  4 July   Brazil        1-0    United States  @ Stanford Stadium, Stanford
1994	united-states	(43)  5 July   Nigeria    1-2 a.e.t. 1-1    Italy  @ Foxboro Stadium, Foxborough
1994	united-states	(44)  5 July   Mexico  1-3pen 1-1 a.e.t. 1-1    Bulgaria  @ Giants Stadium, East Rutherford
1994	united-states	(45)  9 July   Italy         2-1    Spain    @ Foxboro Stadium, Foxborough
1994	united-states	(46)  9 July   Netherlands   2-3    Brazil   @ Cotton Bowl, Dallas
1994	united-states	(47) 10 July  Bulgaria      2-1    Germany   @ Giants Stadium, East Rutherford
1994	united-states	(48) 10 July  Romania    4-5pen 2-2aet 1-1   Sweden  @ Stanford Stadium, Stanford
1994	united-states	(49) 13 July  Bulgaria    1-2    Italy     @ Giants Stadium, East Rutherford
1994	united-states	(50) 13 July  Sweden      0-1    Brazil    @ Rose Bowl, Pasadena
1994	united-states	(51) 16 July  Sweden    4-0    Bulgaria   @ Rose Bowl, Pasadena
1994	united-states	(52) 17 July  Brazil    3-2pen 0-0 aet 0-0    Italy  @ Rose Bowl, Pasadena
1998	france	(1)  10 June    Brazil      2-1    Scotland    @ Stade de France, Saint-Denis
1998	france	(2)  10 June    Morocco     2-2    Norway      @ Stade de la Mosson, Montpellier
1998	france	(17) 16 June    Scotland    1-1    Norway      @ Parc Lescure, Bordeaux
1998	france	(18) 16 June    Brazil      3-0    Morocco     @ Stade de la Beaujoire, Nantes
1998	france	(34) 23 June    Scotland    0-3    Morocco     @ Stade Geoffroy-Guichard, Saint-Étienne
1998	france	(35) 23 June    Brazil      1-2    Norway      @ Stade Vélodrome, Marseille
1998	france	(3)  11 June   Cameroon    1-1    Austria    @ Stade de Toulouse, Toulouse
1998	france	(4)  11 June   Italy       2-2    Chile    @ Parc Lescure, Bordeaux
1998	france	(19) 17 June   Chile       1-1    Austria    @ Stade Geoffroy-Guichard, Saint-Étienne
1998	france	(20) 17 June   Italy       3-0    Cameroon   @ Stade de la Mosson, Montpellier
1998	france	(33) 23 June   Italy       2-1    Austria   @ Stade de France, Saint-Denis
1998	france	(36) 23 June   Chile       1-1    Cameroon   @ Stade de la Beaujoire, Nantes
1998	france	(5)  12 June   Saudi Arabia   0-1    Denmark   @ Stade Félix Bollaert, Lens
1998	france	(6)  12 June   France         3-0    South Africa   @ Stade Vélodrome, Marseille
1998	france	(21) 18 June   France         4-0    Saudi Arabia   @ Stade de France, Saint-Denis
1998	france	(22) 18 June   South Africa   1-1    Denmark   @ Stade de Toulouse, Toulouse
1998	france	(38) 24 June   France         2-1    Denmark         @ Stade Gerland, Lyon
1998	france	(40) 24 June   South Africa   2-2    Saudi Arabia   @ Parc Lescure, Bordeaux
1998	france	(7)  12 June   Paraguay   0-0    Bulgaria    @ Stade de la Mosson, Montpellier
1998	france	(10) 13 June   Spain      2-3    Nigeria    @ Stade de la Beaujoire, Nantes
1998	france	(23) 19 June   Nigeria    1-0    Bulgaria   @ Parc des Princes, Paris
1998	france	(24) 19 June   Spain      0-0    Paraguay   @ Stade Geoffroy-Guichard, Saint-Étienne
1998	france	(37) 24 June   Spain      6-1    Bulgaria   @ Stade Félix Bollaert, Lens
1998	france	(39) 24 June   Nigeria    1-3    Paraguay   @ Stade de Toulouse, Toulouse
1998	france	(8)  13 June   Netherlands    0-0    Belgium   @ Stade de France, Saint-Denis
1998	france	(9)  13 June   South Korea    1-3    Mexico   @ Stade Gerland, Lyon
1998	france	(25) 20 June   Netherlands    5-0    South Korea   @ Stade Vélodrome, Marseille
1998	france	(26) 20 June   Belgium        2-2    Mexico   @ Parc Lescure, Bordeaux
1998	france	(41) 25 June   Belgium        1-1    South Korea   @ Parc des Princes, Paris
1998	france	(42) 25 June   Netherlands    2-2    Mexico   @ Stade Geoffroy-Guichard, Saint-Étienne
1998	france	(12) 14 June   Yugoslavia       1-0    Iran   @ Stade Geoffroy-Guichard, Saint-Étienne
1998	france	(14) 15 June   Germany          2-0    United States   @ Parc des Princes, Paris
1998	france	(29) 21 June   Germany          2-2    Yugoslavia   @ Stade Félix Bollaert, Lens
1998	france	(30) 21 June   United States    1-2    Iran   @ Stade Gerland, Lyon
1998	france	(43) 25 June   Germany          2-0    Iran   @ Stade de la Mosson, Montpellier
1998	france	(44) 25 June   United States    0-1    Yugoslavia   @ Stade de la Beaujoire, Nantes
1998	france	(15) 15 June   Romania     1-0    Colombia   @ Stade Gerland, Lyon
1998	france	(16) 15 June   England     2-0    Tunisia   @ Stade Vélodrome, Marseille
1998	france	(31) 22 June   Colombia    1-0    Tunisia   @ Stade de la Mosson, Montpellier
1998	france	(32) 22 June   Romania     2-1    England   @ Stade de Toulouse, Toulouse
1998	france	(45) 26 June   Romania     1-1    Tunisia   @ Stade de France, Saint-Denis
1998	france	(46) 26 June   Colombia    0-2    England   @ Stade Félix Bollaert, Lens
1998	france	(11) 14 June   Jamaica      1-3    Croatia   @ Stade Félix Bollaert, Lens
1998	france	(13) 14 June   Argentina    1-0    Japan   @ Stade de Toulouse, Toulouse
1998	france	(27) 20 June   Japan        0-1    Croatia   @ Stade de la Beaujoire, Nantes
1998	france	(28) 21 June   Argentina    5-0    Jamaica   @ Parc des Princes, Paris
1998	france	(47) 26 June   Japan        1-2    Jamaica   @ Stade Gerland, Lyon
1998	france	(48) 26 June   Argentina    1-0    Croatia   @ Parc Lescure, Bordeaux
1998	france	(49) 27 June   Brazil    4-1    Chile  @ Parc des Princes, Paris
1998	france	(50) 27 June   Italy     1-0    Norway   @ Stade Vélodrome, Marseille
1998	france	(51) 28 June   Nigeria    1-4    Denmark   @ Stade de France, Saint-Denis
1998	france	(52) 28 June   France    1-0 a.e.t. 0-0    Paraguay   @ Stade Félix Bollaert, Lens
1998	france	(53) 29 June   Germany       2-1    Mexico   @ Stade de la Mosson, Montpellier
1998	france	(54) 29 June   Netherlands   2-1    Yugoslavia  @ Stade de Toulouse, Toulouse
1998	france	(55) 30 June   Argentina   4-3pen 2-2aet 2-2   England  @ Stade Geoffroy-Guichard, Saint-Étienne
1998	france	(56) 30 June   Romania       0-1    Croatia  @ Parc Lescure, Bordeaux
1998	france	(57)  3 July    Italy    3-4pen 0-0 aet 0-0   France   @ Stade de France, Saint-Denis
1998	france	(58)  3 July    Brazil    3-2    Denmark           @ Stade de la Beaujoire, Nantes
