anio	anfitrion	partidos_crudo
2014	brazil	(16) Tue Jun/17 18:00   Russia 1-1 South Korea      @ Arena Pantanal, Cuiabá (UTC-4)
2014	brazil	(31) Sun Jun/22 13:00   Belgium 1-0 Russia          @ Estádio do Maracanã, Rio de Janeiro (UTC-3)
2014	brazil	(32) Sun Jun/22 16:00   South Korea 2-4 Algeria     @ Estádio Beira-Rio, Porto Alegre (UTC-3)
2014	brazil	(47) Thu Jun/26 17:00   South Korea 0-1 Belgium     @ Arena de São Paulo, São Paulo (UTC-3)
2014	brazil	(48) Thu Jun/26 17:00   Algeria 1-1 Russia          @ Arena da Baixada, Curitiba (UTC-3)
2014	brazil	(49) Sat Jun/28 13:00   Brazil      3-2 pen. 1-1 a.e.t. (1-1, 1-1)  Chile    @ Estádio Mineirão, Belo Horizonte (UTC-3)  # 1A - 2B
2014	brazil	(50) Sat Jun/28 17:00   Colombia    2-0 (1-0)  Uruguay       @ Estádio do Maracanã, Rio de Janeiro (UTC-3)   # 1C - 2D
2014	brazil	(51) Sun Jun/29 13:00   Netherlands  2-1 (0-0)  Mexico         @ Estádio Castelão, Fortaleza (UTC-3)        # 1B - 2A
2014	brazil	(52) Sun Jun/29 17:00   Costa Rica  5-3 pen. 1-1 a.e.t. (1-1, 0-0)  Greece         @ Arena Pernambuco, Recife (UTC-3)     # 1D - 2C
2014	brazil	(53) Mon Jun/30 13:00   France      2-0 (0-0) Nigeria        @ Estádio Nacional Mané Garrincha, Brasília (UTC-3)     # 1E - 2F
2014	brazil	(54) Mon Jun/30 17:00   Germany     2-1 a.e.t. (0-0, 0-0) Algeria        @ Estádio Beira-Rio, Porto Alegre (UTC-3)    # 1G - 2H
2014	brazil	(55) Tue Jul/1 13:00    Argentina   1-0 a.e.t. (0-0, 0-0) Switzerland    @ Arena de São Paulo, São Paulo    # 1F - 2E
2014	brazil	(56) Tue Jul/1 17:00    Belgium     2-1 a.e.t. (0-0, 0-0) United States  @ Arena Fonte Nova, Salvador     # 1H - 2G
2014	brazil	(57) Fri Jul/4 17:00   Brazil  2-1 (1-0)  Colombia          @ Estádio Castelão, Fortaleza    # W49 - W50
2014	brazil	(58) Fri Jul/4 13:00   France  0-1 (0-1)  Germany           @ Estádio do Maracanã, Rio de Janeiro (UTC-3)   # W53 - W54
2014	brazil	(59) Sat Jul/5 17:00   Netherlands  4-3 pen. 0-0 a.e.t. (0-0, 0-0)  Costa Rica    @ Arena Fonte Nova, Salvador (UTC-3)    # W51 - W52
2014	brazil	(60) Sat Jul/5 13:00   Argentina    1-0 (1-0)  Belgium       @ Estádio Nacional Mané Garrincha, Brasília (UTC-3)    # W55 - W56
2014	brazil	(61) Tue Jul/8 17:00  Brazil  1-7 (0-5)  Germany          @ Estádio Mineirão, Belo Horizonte (UTC-3)   # W57 - W58
2014	brazil	(62) Wed Jul/9 17:00  Netherlands  2-4 pen. 0-0 a.e.t. (0-0, 0-0)  Argentina        @ Arena de São Paulo, São Paulo (UTC-3)    # W59 - W69
2014	brazil	(63) Sat Jul/12 17:00  Brazil 0-3 (0-2) Netherlands    @ Estádio Nacional Mané Garrincha, Brasília (UTC-3)   # L61 - L62
2014	brazil	(64) Sun Jul/13 16:00  Germany 1-0 a.e.t. (0-0, 0-0) Argentina     @ Estádio do Maracanã, Rio de Janeiro (UTC-3)   # W61 - W62
2018	russia	(1) Thu Jun/14 18:00      Russia       5-0 (2-0)  Saudi Arabia     @ Luzhniki Stadium, Moscow (UTC+3)
2018	russia	(2) Fri Jun/15 17:00      Egypt         0-1 (0-0)  Uruguay          @ Ekaterinburg Arena, Ekaterinburg (UTC+5)
2018	russia	(17) Tue Jun/19 21:00      Russia        3-1 (0-0)  Egypt            @ Saint Petersburg Stadium, Saint Petersburg (UTC+3)
2018	russia	(18) Wed Jun/20 18:00      Uruguay       1-0 (1-0)  Saudi Arabia     @ Rostov Arena, Rostov-on-Don (UTC+3)
2018	russia	(33) Mon Jun/25 18:00      Uruguay       3-0 (2-0)  Russia           @ Samara Arena, Samara (UTC+4)
2018	russia	(34) Mon Jun/25 17:00      Saudi Arabia  2-1 (1-1)  Egypt            @ Volgograd Arena, Volgograd (UTC+3)
2018	russia	(4) Fri Jun/15 18:00     Morocco       0-1 (0-0)  Iran    @ Saint Petersburg Stadium, Saint Petersburg (UTC+3)
2018	russia	(3) Fri Jun/15 21:00     Portugal      3-3 (2-1)  Spain   @ Fisht Stadium, Sochi (UTC+3)
2018	russia	(19) Wed Jun/20 15:00     Portugal      1-0 (1-0)  Morocco  @ Luzhniki Stadium, Moscow (UTC+3)
2018	russia	(20) Wed Jun/20 21:00     Iran          0-1 (0-0)  Spain    @ Kazan Arena, Kazan (UTC+3)
2018	russia	(35) Mon Jun/25 21:00     Iran          1-1 (0-1)  Portugal @ Mordovia Arena, Saransk (UTC+3)
2018	russia	(36) Mon Jun/25 20:00     Spain         2-2 (1-1)  Morocco  @ Kaliningrad Stadium, Kaliningrad (UTC+2)
2018	russia	(5) Sat Jun/16 13:00     France        2-1 (0-0)  Australia  @ Kazan Arena, Kazan (UTC+3)
2018	russia	(6) Sat Jun/16 19:00     Peru          0-1 (0-0)  Denmark    @ Mordovia Arena, Saransk (UTC+3)
2018	russia	(22) Thu Jun/21 16:00     Denmark       1-1 (1-1)  Australia  @ Samara Arena, Samara (UTC+4)
2018	russia	(21) Thu Jun/21 20:00     France        1-0 (1-0)  Peru       @ Ekaterinburg Arena, Ekaterinburg (UTC+5)
2018	russia	(37) Tue Jun/26 17:00     Denmark       0-0 (0-0) France    @ Luzhniki Stadium, Moscow (UTC+3)
2018	russia	(38) Tue Jun/26 17:00     Australia     0-2 (0-1)  Peru      @ Fisht Stadium, Sochi (UTC+3)
2018	russia	(7) Sat Jun/16 16:00      Argentina   1-1 (1-1)   Iceland    @ Spartak Stadium, Moscow (UTC+3)
2018	russia	(8) Sat Jun/16 21:00      Croatia     2-0 (1-0)   Nigeria    @ Kaliningrad Stadium, Kaliningrad (UTC+2)
2018	russia	(23) Thu Jun/21 21:00      Argentina   0-3 (0-0)   Croatia    @ Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)
2018	russia	(24) Fri Jun/22 18:00      Nigeria     2-0 (0-0)   Iceland    @ Volgograd Arena, Volgograd (UTC+3)
2018	russia	(39) Tue Jun/26 21:00      Nigeria     1-2 (0-1)   Argentina    @ Saint Petersburg Stadium, Saint Petersburg (UTC+3)
2018	russia	(40) Tue Jun/26 21:00      Iceland     1-2 (0-0)   Croatia      @ Rostov Arena, Rostov-on-Don (UTC+3)
2018	russia	(10) Sun Jun/17 16:00       Costa Rica   0-1 (0-0)  Serbia          @ Samara Arena, Samara (UTC+4)
2018	russia	(9) Sun Jun/17 21:00       Brazil       1-1 (1-0)  Switzerland     @ Rostov Arena, Rostov-on-Don (UTC+3)
2018	russia	(25) Fri Jun/22 15:00       Brazil   2-0 (0-0)   Costa Rica     @ Saint Petersburg Stadium, Saint Petersburg (UTC+3)
2018	russia	(26) Fri Jun/22 20:00       Serbia   1-2 (1-0)    Switzerland   @ Kaliningrad Stadium, Kaliningrad (UTC+2)
2018	russia	(41) Wed Jun/27 21:00       Serbia   0-2 (0-1) Brazil         @ Spartak Stadium, Moscow (UTC+3)
2018	russia	(42) Wed Jun/27 21:00       Switzerland 2-2 (1-0) Costa Rica     @ Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)
2018	russia	(11) Sun Jun/17 18:00        Germany   0-1 (0-1)   Mexico       @ Luzhniki Stadium, Moscow (UTC+3)
2018	russia	(12) Mon Jun/18 15:00        Sweden    1-0 (0-0)   South Korea  @ Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)
2018	russia	(28) Sat Jun/23 18:00        South Korea   1-2 (0-1)   Mexico       @ Rostov Arena, Rostov-on-Don (UTC+3)
2018	russia	(27) Sat Jun/23 21:00        Germany       2-1 (0-1)   Sweden       @ Fisht Stadium, Sochi (UTC+3)
2018	russia	(43) Wed Jun/27 17:00        South Korea 2-0 (0-0) Germany      @ Kazan Arena, Kazan (UTC+3)
2018	russia	(44) Wed Jun/27 19:00        Mexico 0-3 (0-0)         Sweden       @ Ekaterinburg Arena, Ekaterinburg (UTC+5)
2018	russia	(13) Mon Jun/18 18:00          Belgium   3-0 (0-0)   Panama     @ Fisht Stadium, Sochi (UTC+3)
2018	russia	(14) Mon Jun/18 21:00          Tunisia   1-2 (1-1)   England    @ Volgograd Arena, Volgograd (UTC+3)
2018	russia	(29) Sat Jun/23 15:00          Belgium   5-2 (3-1)   Tunisia    @ Spartak Stadium, Moscow (UTC+3)
2018	russia	(30) Sun Jun/24 15:00          England   6-1 (5-0)   Panama     @ Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)
2018	russia	(45) Thu Jun/28 20:00          England   0-1 (0-0)   Belgium    @ Kaliningrad Stadium, Kaliningrad (UTC+2)
2018	russia	(46) Thu Jun/28 21:00          Panama    1-2 (1-0)   Tunisia    @ Mordovia Arena, Saransk (UTC+3)
2018	russia	(16) Tue Jun/19 15:00          Colombia   1-2 (1-1)  Japan      @ Mordovia Arena, Saransk (UTC+3)
2018	russia	(15) Tue Jun/19 18:00          Poland     1-2 (0-1)  Senegal    @ Spartak Stadium, Moscow (UTC+3)
2018	russia	(32) Sun Jun/24 20:00          Japan      2-2 (1-1)  Senegal      @ Ekaterinburg Arena, Ekaterinburg (UTC+5)
2018	russia	(31) Sun Jun/24 21:00          Poland     0-3 (0-1)  Colombia     @ Kazan Arena, Kazan (UTC+3)
2018	russia	(47) Thu Jun/28 17:00          Japan     0-1 (0-1)  Poland       @ Volgograd Arena, Volgograd (UTC+3)
2018	russia	(48) Thu Jun/28 18:00          Senegal   0-1 (0-1)  Colombia     @ Samara Arena, Samara (UTC+4)
2018	russia	(49) Sat Jun/30 21:00        Uruguay     2-1 (1-0)   Portugal       @ Fisht Stadium, Sochi (UTC+3)
2018	russia	(50) Sat Jun/30 17:00        France      4-3 (1-1)   Argentina      @ Kazan Arena, Kazan (UTC+3)
2018	russia	(51) Sun Jul/1  17:00        Spain       3-4 pen. 1-1 a.e.t. (1-1, 1-1)   Russia         @ Luzhniki Stadium, Moscow (UTC+3)
2018	russia	(52) Sun Jul/1  21:00        Croatia     3-2 pen. 1-1 a.e.t. (1-1, 1-1)   Denmark        @ Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)
2018	russia	(53) Mon Jul/2  18:00        Brazil      2-0 (0-0)   Mexico         @ Samara Arena, Samara (UTC+4)
2018	russia	(54) Mon Jul/2  21:00        Belgium     3-2 (0-0)   Japan          @ Rostov Arena, Rostov-on-Don (UTC+3)
2018	russia	(55) Tue Jul/3  17:00        Sweden      1-0 (0-0)   Switzerland    @ Saint Petersburg Stadium, Saint Petersburg (UTC+3)
2018	russia	(56) Tue Jul/3  21:00        Colombia    3-4 pen. 1-1 a.e.t. (1-1, 0-0)   England        @ Spartak Stadium, Moscow (UTC+3)
2018	russia	(57) Fri Jul/6  17:00        Uruguay     0-2 (0-1)   France         @ Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)
2018	russia	(58) Fri Jul/6  21:00        Brazil      1-2 (0-2)   Belgium        @ Kazan Arena, Kazan (UTC+3)
2018	russia	(59) Sat Jul/7  21:00        Russia      3-4 pen. 2-2 a.e.t. (1-1, 1-1)   Croatia        @ Fisht Stadium, Sochi (UTC+3)
2018	russia	(60) Sat Jul/7  18:00        Sweden      0-2 (0-1)   England        @ Samara Arena, Samara (UTC+4)
2018	russia	(61) Tue Jul/10  21:00       France      1-0 (0-0)   Belgium        @ Saint Petersburg Stadium, St. Petersburg (UTC+3)
2018	russia	(62) Wed Jul/11  21:00        Croatia    2-1 a.e.t. (1-1, 0-1)   England        @ Luzhniki Stadium, Moscow (UTC+3)
2018	russia	(63) Sat Jul/14  17:00        Belgium    2-0 (1-0)  England         @ Saint Petersburg Stadium, St. Petersburg (UTC+3)
2018	russia	(64) Sun Jul/15  18:00       France     4-2 (2-1)   Croatia         @ Luzhniki Stadium, Moscow (UTC+3)
