anio	anfitrion	estadio	ciudad	partido_orden	fecha	equipo_1	equipo_2	equipo_1_final	equipo_2_final
1974	Alemania occidental	Rheinstadion	Düsseldorf	(36)	1974-07-03	Suecia	Yugoslavia	2	1
1974	Alemania occidental	Olympiastadion	Munich	(37)	1974-07-06	Brasil	Polonia	0	1
1974	Alemania occidental	Olympiastadion	Munich	(38)	1974-07-07	Países Bajos	Alemania occidental	1	2
1978	Argentina	Estadio Monumental	Buenos Aires	(1)	1978-06-01	Alemania occidental	Polonia	0	0
1978	Argentina	Estadio Monumental	Buenos Aires	(2)	1978-06-02	Argentina	Hungría	2	1
1978	Argentina	Estadio José María Minella	Mar del Plata	(3)	1978-06-02	Italia	Francia	2	1
1978	Argentina	Estadio Gigante de Arroyito	Rosario	(4)	1978-06-02	Túnez	Mexico	3	1
1978	Argentina	Estadio José Amalfitani	Buenos Aires	(5)	1978-06-03	Austria	España	2	1
1978	Argentina	Estadio José Maria Minella	Mar del Plata	(6)	1978-06-03	Brasil	Suecia	1	1
1978	Argentina	Estadio Chateau Carreras	Córdoba	(7)	1978-06-03	Perú	Escocia	3	1
1978	Argentina	Estadio Ciudad de Mendoza	Mendoza	(8)	1978-06-03	Países Bajos	Irán	3	0
1978	Argentina	Estadio Monumental	Buenos Aires	(9)	1978-06-06	Argentina	Francia	2	1
1978	Argentina	Estadio José María Minella	Mar del Plata	(10)	1978-06-06	Italia	Hungría	3	1
1978	Argentina	Estadio Gigante de Arroyito	Rosario	(11)	1978-06-06	Polonia	Túnez	1	0
1978	Argentina	Estadio Chateau Carreras	Córdoba	(12)	1978-06-06	Alemania occidental	Mexico	6	0
1978	Argentina	Estadio José Amalfitani	Buenos Aires	(13)	1978-06-07	Austria	Suecia	1	0
1978	Argentina	Estadio José Maria Minella	Mar del Plata	(14)	1978-06-07	Brasil	España	0	0
1978	Argentina	Estadio Chateau Carreras	Córdoba	(15)	1978-06-07	Escocia	Irán	1	1
1978	Argentina	Estadio Ciudad de Mendoza	Mendoza	(16)	1978-06-07	Países Bajos	Perú	0	0
1978	Argentina	Estadio Monumental	Buenos Aires	(17)	1978-06-10	Argentina	Italia	0	1
1978	Argentina	Estadio José María Minella	Mar del Plata	(18)	1978-06-10	Francia	Hungría	3	1
1978	Argentina	Estadio Gigante de Arroyito	Rosario	(19)	1978-06-10	Polonia	Mexico	3	1
1978	Argentina	Estadio Olímpico Chateau Carreras	Córdoba	(20)	1978-06-10	Alemania occidental	Túnez	0	0
1978	Argentina	Estadio José Amalfitani	Buenos Aires	(21)	1978-06-11	España	Suecia	1	0
1978	Argentina	Estadio José Maria Minella	Mar del Plata	(22)	1978-06-11	Brasil	Austria	1	0
1978	Argentina	Estadio Chateau Carreras	Córdoba	(23)	1978-06-11	Perú	Irán	4	1
1978	Argentina	Estadio Ciudad de Mendoza	Mendoza	(24)	1978-06-11	Escocia	Países Bajos	3	2
1978	Argentina	Estadio Monumental	Buenos Aires	(25)	1978-06-14	Italia	Alemania occidental	0	0
1978	Argentina	Estadio Chateau Carreras	Córdoba	(27)	1978-06-14	Austria	Países Bajos	1	5
1978	Argentina	Estadio Gigante de Arroyito	Rosario	(26)	1978-06-14	Argentina	Polonia	2	0
1978	Argentina	Estadio Ciudad de Mendoza	Mendoza	(28)	1978-06-14	Perú	Brasil	0	3
1978	Argentina	Estadio Monumental	Buenos Aires	(29)	1978-06-18	Italia	Austria	1	0
1978	Argentina	Estadio Chateau Carreras	Córdoba	(31)	1978-06-18	Países Bajos	Alemania occidental	2	2
1978	Argentina	Estadio Gigante de Arroyito	Rosario	(30)	1978-06-18	Argentina	Brasil	0	0
1978	Argentina	Estadio Ciudad de Mendoza	Mendoza	(32)	1978-06-18	Perú	Polonia	0	1
1978	Argentina	Estadio Monumental	Buenos Aires	(33)	1978-06-21	Italia	Países Bajos	1	2
1978	Argentina	Estadio Chateau Carreras	Córdoba	(35)	1978-06-21	Austria	Alemania occidental	3	2
1978	Argentina	Estadio Gigante de Arroyito	Rosario	(34)	1978-06-21	Argentina	Perú	6	0
1978	Argentina	Estadio Ciudad de Mendoza	Mendoza	(36)	1978-06-21	Polonia	Brasil	1	3
1978	Argentina	Estadio Monumental	Buenos Aires	(37)	1978-06-24	Brasil	Italia	2	1
1978	Argentina	Estadio Monumental	Buenos Aires	(38)	1978-06-25	Países Bajos	Argentina	1	3
1982	España	Camp Nou	Barcelona	(1)	1982-06-13	Argentina	Bélgica	0	1
1982	España	Balaídos	Vigo	(2)	1982-06-14	Italia	Polonia	0	0
1982	España	Estadio Ramón Sánchez Pizjuán	Seville	(3)	1982-06-14	Brasil	Unión Soviética	2	1
1982	España	Estadio de Riazor	A Coruña	(4)	1982-06-15	Perú	Camerún	0	0
1982	España	Nuevo Estadio	Elche	(5)	1982-06-15	Hungría	El Salvador	10	1
1982	España	Estadio La Rosaleda	Málaga	(6)	1982-06-15	Escocia	Nueva Zelanda	5	2
1982	España	El Molinón	Gijón	(7)	1982-06-16	Alemania occidental	Argelia	1	2
1982	España	Estadio San Mamés	Bilbao	(8)	1982-06-16	Inglaterra	Francia	3	1
1982	España	Estadio Luis Casanova	Valencia	(9)	1982-06-16	España	Honduras	1	1
1982	España	Estadio Carlos Tartiere	Oviedo	(10)	1982-06-17	Chile	Austria	0	1
1982	España	Estadio José Zorrilla	Valladolid	(11)	1982-06-17	Checoslovaquia	Kuwait	1	1
1982	España	La Romareda	Zaragoza	(12)	1982-06-17	Yugoslavia	Irlanda del Norte	0	0
1982	España	Balaídos	Vigo	(13)	1982-06-18	Italia	Perú	1	1
1982	España	Estadio José Rico Pérez	Alicante	(14)	1982-06-18	Argentina	Hungría	4	1
1982	España	Estadio Benito Villamarín	Seville	(15)	1982-06-18	Brasil	Escocia	4	1
1982	España	Estadio de Riazor	A Coruña	(16)	1982-06-19	Polonia	Camerún	0	0
1982	España	Nuevo Estadio	Elche	(17)	1982-06-19	Bélgica	El Salvador	1	0
1982	España	Estadio La Rosaleda	Málaga	(18)	1982-06-19	Unión Soviética	Nueva Zelanda	3	0
1982	España	El Molinón	Gijón	(19)	1982-06-20	Alemania occidental	Chile	4	1
1982	España	Estadio San Mamés	Bilbao	(20)	1982-06-20	Inglaterra	Checoslovaquia	2	0
1982	España	Estadio Luis Casanova	Valencia	(21)	1982-06-20	España	Yugoslavia	2	1
1982	España	Estadio Carlos Tartiere	Oviedo	(22)	1982-06-21	Argelia	Austria	0	2
1982	España	Estadio José Zorrilla	Valladolid	(23)	1982-06-21	Francia	Kuwait	4	1
1982	España	La Romareda	Zaragoza	(24)	1982-06-21	Honduras	Irlanda del Norte	1	1
1982	España	Estadio de Riazor	A Coruña	(25)	1982-06-22	Polonia	Perú	5	1
1982	España	Nuevo Estadio	Elche	(26)	1982-06-22	Bélgica	Hungría	1	1
1982	España	Estadio La Rosaleda	Málaga	(27)	1982-06-22	Unión Soviética	Escocia	2	2
1982	España	Balaídos	Vigo	(28)	1982-06-23	Italia	Camerún	1	1
1982	España	Estadio José Rico Pérez	Alicante	(29)	1982-06-23	Argentina	El Salvador	2	0
1982	España	Estadio Benito Villamarín	Seville	(30)	1982-06-23	Brasil	Nueva Zelanda	4	0
1982	España	Estadio Carlos Tartiere	Oviedo	(31)	1982-06-24	Argelia	Chile	3	2
1982	España	Estadio José Zorrilla	Valladolid	(32)	1982-06-24	Francia	Checoslovaquia	1	1
1982	España	La Romareda	Zaragoza	(33)	1982-06-24	Honduras	Yugoslavia	0	1
1982	España	El Molinón	Gijón	(34)	1982-06-25	Alemania occidental	Austria	1	0
1982	España	Estadio San Mamés	Bilbao	(35)	1982-06-25	Inglaterra	Kuwait	1	0
1982	España	Estadio Luis Casanova	Valencia	(36)	1982-06-25	España	Irlanda del Norte	0	1
1982	España	Camp Nou	Barcelona	(38)	1982-06-28	Polonia	Bélgica	3	0
1982	España	Estadio Vicente Calderón	Madrid	(37)	1982-06-28	Austria	Francia	0	1
1982	España	Estadio Santiago Bernabéu	Madrid	(40)	1982-06-29	Alemania occidental	Inglaterra	0	0
1982	España	Estadio Sarriá	Barcelona	(39)	1982-06-29	Italia	Argentina	2	1
1982	España	Camp Nou	Barcelona	(42)	1982-07-01	Bélgica	Unión Soviética	0	1
1982	España	Estadio Vicente Calderón	Madrid	(41)	1982-07-01	Austria	Irlanda del Norte	2	2
1982	España	Estadio Santiago Bernabéu	Madrid	(44)	1982-07-02	Alemania occidental	España	2	1
1982	España	Estadio Sarriá	Barcelona	(43)	1982-07-02	Argentina	Brasil	1	3
1982	España	Camp Nou	Barcelona	(46)	1982-07-04	Unión Soviética	Polonia	0	0
1982	España	Estadio Vicente Calderón	Madrid	(45)	1982-07-04	Irlanda del Norte	Francia	1	4
1982	España	Estadio Santiago Bernabéu	Madrid	(48)	1982-07-05	España	Inglaterra	0	0
1982	España	Estadio Sarriá	Barcelona	(47)	1982-07-05	Italia	Brasil	3	2
1982	España	Camp Nou	Barcelona	(49)	1982-07-08	Polonia	Italia	0	2
1982	España	Estadio Ramón Sánchez Pizjuán	Seville	(50)	1982-07-08	Alemania occidental	Francia	5	4
1982	España	Estadio José Rico Pérez	Alicante	(51)	1982-07-10	Polonia	Francia	3	2
1982	España	Estadio Santiago Bernabéu	NA	(52)	1982-07-11	Italia	Alemania occidental	3	1
1986	Mexico	Estadio Azteca	Mexico City	(1)	1986-05-31	Bulgaria	Italia	1	1
1986	Mexico	Estadio Nou Camp	León	(2)	1986-06-01	Canadá	Francia	0	1
1986	Mexico	Estadio Jalisco	Guadalajara	(3)	1986-06-01	España	Brasil	0	1
1986	Mexico	Estadio Olímpico Universitario	Mexico City	(4)	1986-06-02	Argentina	Corea del Sur	3	1
1986	Mexico	Estadio Sergio León Chavez	Irapuato	(5)	1986-06-02	Unión Soviética	Hungría	6	0
1986	Mexico	Estadio Universitario	Monterrey	(6)	1986-06-02	Marruecos	Polonia	0	0
1986	Mexico	Estadio Azteca	Mexico City	(7)	1986-06-03	Bélgica	Mexico	1	2
1986	Mexico	Estadio Tres de Marzo	Guadalajara	(8)	1986-06-03	Argelia	Irlanda del Norte	1	1
1986	Mexico	Estadio Tecnológico	Monterrey	(9)	1986-06-03	Portugal	Inglaterra	1	0
1986	Mexico	Estadio Nemesio Díez	Toluca	(10)	1986-06-04	Paraguay	Irak	1	0
1986	Mexico	Estadio La Corregidora	Querétaro	(11)	1986-06-04	Uruguay	Alemania occidental	1	1
1986	Mexico	Estadio Neza 86	Nezahualcóyotl	(12)	1986-06-04	Escocia	Dinamarca	0	1
1986	Mexico	Estadio Cuauhtémoc	Puebla	(13)	1986-06-05	Italia	Argentina	1	1
1986	Mexico	Estadio Olímpico Universitario	Mexico City	(14)	1986-06-05	Corea del Sur	Bulgaria	1	1
1986	Mexico	Estadio Nou Camp	León	(15)	1986-06-05	Francia	Unión Soviética	1	1
1986	Mexico	Estadio Sergio León Chavez	Irapuato	(16)	1986-06-06	Hungría	Canadá	2	0
1986	Mexico	Estadio Jalisco	Guadalajara	(17)	1986-06-06	Brasil	Argelia	1	0
1986	Mexico	Estadio Tecnológico	Monterrey	(18)	1986-06-06	Inglaterra	Marruecos	0	0
1986	Mexico	Estadio Azteca	Mexico City	(19)	1986-06-07	Mexico	Paraguay	1	1
1986	Mexico	Estadio Tres de Marzo	Guadalajara	(20)	1986-06-07	Irlanda del Norte	España	1	2
1986	Mexico	Estadio Universitario	Monterrey	(21)	1986-06-07	Polonia	Portugal	1	0
1986	Mexico	Estadio Nemesio Díez	Toluca	(22)	1986-06-08	Irak	Bélgica	1	2
1986	Mexico	Estadio La Corregidora	Querétaro	(23)	1986-06-08	Alemania occidental	Escocia	2	1
1986	Mexico	Estadio Neza 86	Nezahualcóyotl	(24)	1986-06-08	Dinamarca	Uruguay	6	1
1986	Mexico	Estadio Nou Camp	León	(25)	1986-06-09	Hungría	Francia	0	3
1986	Mexico	Estadio Sergio León Chavez	Irapuato	(26)	1986-06-09	Unión Soviética	Canadá	2	0
1986	Mexico	Estadio Cuauhtémoc	Puebla	(27)	1986-06-10	Corea del Sur	Italia	2	3
1986	Mexico	Estadio Olímpico Universitario	Mexico City	(28)	1986-06-10	Argentina	Bulgaria	2	0
1986	Mexico	Estadio Azteca	Mexico City	(29)	1986-06-11	Irak	Mexico	0	1
1986	Mexico	Estadio Nemesio Díez	Toluca	(30)	1986-06-11	Paraguay	Bélgica	2	2
1986	Mexico	Estadio Tres de Marzo	Guadalajara	(31)	1986-06-11	Portugal	Marruecos	1	3
1986	Mexico	Estadio Tecnológico	Monterrey	(32)	1986-06-11	Inglaterra	Polonia	3	0
1986	Mexico	Estadio Jalisco	Guadalajara	(33)	1986-06-12	Irlanda del Norte	Brasil	0	3
1986	Mexico	Estadio Tecnológico	Monterrey	(34)	1986-06-12	Argelia	España	0	3
1986	Mexico	Estadio La Corregidora	Querétaro	(35)	1986-06-13	Dinamarca	Alemania occidental	2	0
1986	Mexico	Estadio Neza 86	Nezahualcóyotl	(36)	1986-06-13	Escocia	Uruguay	0	0
1986	Mexico	Estadio Azteca	Mexico City	(37)	1986-06-15	Mexico	Bulgaria	2	0
1986	Mexico	Estadio Nou Camp	León	(38)	1986-06-15	Unión Soviética	Bélgica	3	4
1986	Mexico	Estadio Cuauhtémoc	Puebla	(39)	1986-06-16	Argentina	Uruguay	1	0
1986	Mexico	Estadio Jalisco	Guadalajara	(40)	1986-06-16	Brasil	Polonia	4	0
1986	Mexico	Estadio Olímpico Universitario	Mexico City	(41)	1986-06-17	Italia	Francia	0	2
1986	Mexico	Estadio Universitario	Monterrey	(42)	1986-06-17	Marruecos	Alemania occidental	0	1
1986	Mexico	Estadio Azteca	Mexico City	(43)	1986-06-18	Inglaterra	Paraguay	3	0
1986	Mexico	Estadio La Corregidora	Querétaro	(44)	1986-06-18	Dinamarca	España	1	5
1986	Mexico	Estadio Jalisco	Guadalajara	(45)	1986-06-21	Brasil	Francia	3	4
1986	Mexico	Estadio Universitario	Monterrey	(46)	1986-06-21	Alemania occidental	Mexico	4	1
1986	Mexico	Estadio Cuauhtémoc	Puebla	(47)	1986-06-22	España	Bélgica	4	5
1986	Mexico	Estadio Azteca	Mexico City	(48)	1986-06-22	Argentina	Inglaterra	2	1
1986	Mexico	Estadio Azteca	Mexico City	(49)	1986-06-25	Argentina	Bélgica	2	0
1986	Mexico	Estadio Jalisco	Guadalajara	(50)	1986-06-25	Francia	Alemania occidental	0	2
1986	Mexico	Estadio Cuauhtémoc	Puebla	(51)	1986-06-28	Francia	Bélgica	4	2
1986	Mexico	Estadio Azteca	Mexico City	(52)	1986-06-29	Argentina	Alemania occidental	3	2
1990	Italia	San Siro	Milan	(1)	1990-06-08	Argentina	Camerún	0	1
1990	Italia	Stadio Olimpico	Rome	(3)	1990-06-09	Italia	Austria	1	0
1990	Italia	Stadio San Nicola	Bari	(2)	1990-06-09	Unión Soviética	Rumania	0	2
1990	Italia	Stadio Renato Dall'Ara	Bologna	(4)	1990-06-09	Emiratos Árabes Unidos	Colombia	0	2
1990	Italia	Stadio Comunale	Florence	(5)	1990-06-10	Estados Unidos	Checoslovaquia	1	5
1990	Italia	Stadio Delle Alpi	Turin	(6)	1990-06-10	Brasil	Suecia	2	1
1990	Italia	San Siro	Milan	(7)	1990-06-10	Alemania occidental	Yugoslavia	4	1
1990	Italia	Stadio Luigi Ferraris	Genoa	(8)	1990-06-11	Costa Rica	Escocia	1	0
1990	Italia	Stadio Sant'Elia	Cagliari	(9)	1990-06-11	Inglaterra	Irlanda	1	1
1990	Italia	Stadio Marc'Antonio Bentegodi	Verona	(10)	1990-06-12	Bélgica	Corea del Sur	2	0
1990	Italia	Stadio La Favorita	Palermo	(11)	1990-06-12	Países Bajos	Egipto	1	1
1990	Italia	Stadio San Paolo	Naples	(13)	1990-06-13	Argentina	Unión Soviética	2	0
1990	Italia	Stadio Friuli	Udine	(12)	1990-06-13	Uruguay	España	0	0
1990	Italia	Stadio Olimpico	Rome	(15)	1990-06-14	Italia	Estados Unidos	1	0
1990	Italia	Stadio San Nicola	Bari	(16)	1990-06-14	Camerún	Rumania	2	1
1990	Italia	Stadio Renato Dall'Ara	Bologna	(14)	1990-06-14	Yugoslavia	Colombia	1	0
1990	Italia	Stadio Comunale	Florence	(17)	1990-06-15	Austria	Checoslovaquia	0	1
1990	Italia	San Siro	Milan	(18)	1990-06-15	Alemania occidental	Emiratos Árabes Unidos	5	1
1990	Italia	Stadio Delle Alpi	Turin	(19)	1990-06-16	Brasil	Costa Rica	1	0
1990	Italia	Stadio Luigi Ferraris	Genoa	(20)	1990-06-16	Suecia	Escocia	1	2
1990	Italia	Stadio Sant'Elia	Cagliari	(21)	1990-06-16	Inglaterra	Países Bajos	0	0
1990	Italia	Stadio Marc'Antonio Bentegodi	Verona	(23)	1990-06-17	Bélgica	Uruguay	3	1
1990	Italia	Stadio Friuli	Udine	(24)	1990-06-17	Corea del Sur	España	1	3
1990	Italia	Stadio La Favorita	Palermo	(22)	1990-06-17	Irlanda	Egipto	0	0
1990	Italia	Stadio San Paolo	Naples	(25)	1990-06-18	Argentina	Rumania	1	1
1990	Italia	Stadio San Nicola	Bari	(26)	1990-06-18	Camerún	Unión Soviética	0	4
1990	Italia	Stadio Olimpico	Rome	(29)	1990-06-19	Italia	Checoslovaquia	2	0
1990	Italia	Stadio Comunale	Florence	(30)	1990-06-19	Austria	Estados Unidos	2	1
1990	Italia	San Siro	Milan	(27)	1990-06-19	Alemania occidental	Colombia	1	1
1990	Italia	Stadio Renato Dall'Ara	Bologna	(28)	1990-06-19	Yugoslavia	Emiratos Árabes Unidos	4	1
1990	Italia	Stadio Delle Alpi	Turin	(31)	1990-06-20	Brasil	Escocia	1	0
1990	Italia	Stadio Luigi Ferraris	Genoa	(32)	1990-06-20	Suecia	Costa Rica	1	2
1990	Italia	Stadio Marc'Antonio Bentegodi	Verona	(33)	1990-06-21	Bélgica	España	1	2
1990	Italia	Stadio Friuli	Udine	(34)	1990-06-21	Corea del Sur	Uruguay	0	1
1990	Italia	Stadio Sant'Elia	Cagliari	(35)	1990-06-21	Inglaterra	Egipto	1	0
1990	Italia	Stadio La Favorita	Palermo	(36)	1990-06-21	Irlanda	Países Bajos	1	1
1990	Italia	Stadio San Paolo	Naples	(37)	1990-06-23	Camerún	Colombia	2	1
1990	Italia	Stadio San Nicola	Bari	(38)	1990-06-23	Checoslovaquia	Costa Rica	4	1
1990	Italia	Stadio Delle Alpi	Turin	(39)	1990-06-24	Brasil	Argentina	0	1
1990	Italia	San Siro	Milan	(40)	1990-06-24	Alemania occidental	Países Bajos	2	1
1990	Italia	Stadio Luigi Ferraris	Genoa	(41)	1990-06-25	Irlanda	Rumania	5	4
1990	Italia	Stadio Olimpico	Rome	(42)	1990-06-25	Italia	Uruguay	2	0
1990	Italia	Stadio Marc'Antonio Bentegodi	Verona	(43)	1990-06-26	España	Yugoslavia	1	2
1990	Italia	Stadio Renato Dall'Ara	Bologna	(44)	1990-06-26	Inglaterra	Bélgica	1	0
1990	Italia	Stadio Artemio Franchi	Florence	(45)	1990-06-30	Yugoslavia	Argentina	2	3
1990	Italia	Stadio Olimpico	Rome	(46)	1990-06-30	Italia	Irlanda	1	0
1990	Italia	San Siro	Milan	(47)	1990-07-01	Alemania occidental	Checoslovaquia	1	0
1990	Italia	Stadio San Paolo	Naples	(48)	1990-07-01	Inglaterra	Camerún	3	2
1990	Italia	Stadio San Paolo	Naples	(49)	1990-07-03	Italia	Argentina	3	4
1990	Italia	Stadio delle Alpi	Turin	(50)	1990-07-04	Alemania occidental	Inglaterra	4	3
1990	Italia	Stadio San Nicola	Bari	(51)	1990-07-07	Italia	Inglaterra	2	1
1990	Italia	Stadio Olimpico	Rome	(52)	1990-07-08	Alemania occidental	Argentina	1	0
1994	Estados Unidos	Soldier Field	Chicago	(1)	1994-06-17	Alemania	Bolivia	1	0
1994	Estados Unidos	Cotton Bowl	Dallas	(2)	1994-06-17	España	Corea del Sur	2	2
1994	Estados Unidos	Pontiac Silverdome	Pontiac	(3)	1994-06-18	Estados Unidos	Suiza	1	1
1994	Estados Unidos	Rose Bowl	Pasadena	(5)	1994-06-18	Colombia	Rumania	1	3
1994	Estados Unidos	Giants Stadium	East Rutherford	(4)	1994-06-18	Italia	Irlanda	0	1
1994	Estados Unidos	Rose Bowl	Pasadena	(8)	1994-06-19	Camerún	Suecia	2	2
1994	Estados Unidos	RFK Stadium	Washington	(7)	1994-06-19	Noruega	Mexico	1	0
1994	Estados Unidos	Citrus Bowl	Orlando	(6)	1994-06-19	Bélgica	Marruecos	1	0
1994	Estados Unidos	Stanford Stadium	Stanford	(9)	1994-06-20	Brasil	Rusia	2	0
1994	Estados Unidos	RFK Stadium	Washington	(10)	1994-06-20	Países Bajos	Arabia Saudita	2	1
1994	Estados Unidos	Soldier Field	Chicago	(12)	1994-06-21	Alemania	España	1	1
1994	Estados Unidos	Foxboro Stadium	Foxborough	(11)	1994-06-21	Argentina	Grecia	4	0
1994	Estados Unidos	Cotton Bowl	Dallas	(13)	1994-06-21	Nigeria	Bulgaria	3	0
1994	Estados Unidos	Pontiac Silverdome	Pontiac	(14)	1994-06-22	Rumania	Suiza	1	4
1994	Estados Unidos	Rose Bowl	Pasadena	(15)	1994-06-22	Estados Unidos	Colombia	2	1
1994	Estados Unidos	Foxboro Stadium	Foxborough	(17)	1994-06-23	Corea del Sur	Bolivia	0	0
1994	Estados Unidos	Giants Stadium	East Rutherford	(16)	1994-06-23	Italia	Noruega	1	0
1994	Estados Unidos	Stanford Stadium	Stanford	(19)	1994-06-24	Brasil	Camerún	3	0
1994	Estados Unidos	Pontiac Silverdome	Pontiac	(20)	1994-06-24	Suecia	Rusia	3	1
1994	Estados Unidos	Citrus Bowl	Orlando	(18)	1994-06-24	Mexico	Irlanda	2	1
1994	Estados Unidos	Foxboro Stadium	Foxborough	(23)	1994-06-25	Argentina	Nigeria	2	1
1994	Estados Unidos	Citrus Bowl	Orlando	(21)	1994-06-25	Bélgica	Países Bajos	1	0
1994	Estados Unidos	Giants Stadium	East Rutherford	(22)	1994-06-25	Arabia Saudita	Marruecos	2	1
1994	Estados Unidos	Rose Bowl	Pasadena	(25)	1994-06-26	Estados Unidos	Rumania	0	1
1994	Estados Unidos	Stanford Stadium	Stanford	(26)	1994-06-26	Suiza	Colombia	0	2
1994	Estados Unidos	Soldier Field	Chicago	(24)	1994-06-26	Grecia	Bulgaria	0	4
1994	Estados Unidos	Soldier Field	Chicago	(27)	1994-06-27	Bolivia	España	1	3
1994	Estados Unidos	Cotton Bowl	Dallas	(28)	1994-06-27	Alemania	Corea del Sur	3	2
1994	Estados Unidos	Stanford Stadium	Stanford	(31)	1994-06-28	Rusia	Camerún	6	1
1994	Estados Unidos	Pontiac Silverdome	Pontiac	(32)	1994-06-28	Brasil	Suecia	1	1
1994	Estados Unidos	Giants Stadium	East Rutherford	(29)	1994-06-28	Irlanda	Noruega	0	0
1994	Estados Unidos	RFK Stadium	Washington	(30)	1994-06-28	Italia	Mexico	1	1
1994	Estados Unidos	Citrus Bowl	Orlando	(33)	1994-06-29	Marruecos	Países Bajos	1	2
1994	Estados Unidos	RFK Stadium	Washington	(34)	1994-06-29	Bélgica	Arabia Saudita	0	1
1994	Estados Unidos	Foxboro Stadium	Foxborough	(35)	1994-06-30	Grecia	Nigeria	0	2
1994	Estados Unidos	Cotton Bowl	Dallas	(36)	1994-06-30	Argentina	Bulgaria	0	2
1994	Estados Unidos	Soldier Field	Chicago	(37)	1994-07-02	Alemania	Bélgica	3	2
1994	Estados Unidos	RFK Stadium	Washington	(38)	1994-07-02	España	Suiza	3	0
1994	Estados Unidos	Cotton Bowl	Dallas	(39)	1994-07-03	Arabia Saudita	Suecia	1	3
1994	Estados Unidos	Rose Bowl	Pasadena	(40)	1994-07-03	Rumania	Argentina	3	2
1994	Estados Unidos	Citrus Bowl	Orlando	(41)	1994-07-04	Países Bajos	Irlanda	2	0
1994	Estados Unidos	Stanford Stadium	Stanford	(42)	1994-07-04	Brasil	Estados Unidos	1	0
1994	Estados Unidos	Foxboro Stadium	Foxborough	(43)	1994-07-05	Nigeria	Italia	1	2
1994	Estados Unidos	Giants Stadium	East Rutherford	(44)	1994-07-05	Mexico	Bulgaria	1	3
1994	Estados Unidos	Foxboro Stadium	Foxborough	(45)	1994-07-09	Italia	España	2	1
1994	Estados Unidos	Cotton Bowl	Dallas	(46)	1994-07-09	Países Bajos	Brasil	2	3
1994	Estados Unidos	Giants Stadium	East Rutherford	(47)	1994-07-10	Bulgaria	Alemania	2	1
1994	Estados Unidos	Stanford Stadium	Stanford	(48)	1994-07-10	Rumania	Suecia	4	5
1994	Estados Unidos	Giants Stadium	East Rutherford	(49)	1994-07-13	Bulgaria	Italia	1	2
1994	Estados Unidos	Rose Bowl	Pasadena	(50)	1994-07-13	Suecia	Brasil	0	1
1994	Estados Unidos	Rose Bowl	Pasadena	(51)	1994-07-16	Suecia	Bulgaria	4	0
1994	Estados Unidos	Rose Bowl	Pasadena	(52)	1994-07-17	Brasil	Italia	3	2
1998	Francia	Stade de France	Saint-Denis	(1)	1998-06-10	Brasil	Escocia	2	1
1998	Francia	Stade de la Mosson	Montpellier	(2)	1998-06-10	Marruecos	Noruega	2	2
1998	Francia	Stade de Toulouse	Toulouse	(3)	1998-06-11	Camerún	Austria	1	1
1998	Francia	Parc Lescure	Bordeaux	(4)	1998-06-11	Italia	Chile	2	2
1998	Francia	Stade Félix Bollaert	Lens	(5)	1998-06-12	Arabia Saudita	Dinamarca	0	1
1998	Francia	Stade Vélodrome	Marseille	(6)	1998-06-12	Francia	Sudáfrica	3	0
1998	Francia	Stade de la Mosson	Montpellier	(7)	1998-06-12	Paraguay	Bulgaria	0	0
1998	Francia	Stade de la Beaujoire	Nantes	(10)	1998-06-13	España	Nigeria	2	3
1998	Francia	Stade de France	Saint-Denis	(8)	1998-06-13	Países Bajos	Bélgica	0	0
1998	Francia	Stade Gerland	Lyon	(9)	1998-06-13	Corea del Sur	Mexico	1	3
1998	Francia	Stade Geoffroy-Guichard	Saint-Étienne	(12)	1998-06-14	Yugoslavia	Irán	1	0
1998	Francia	Stade Félix Bollaert	Lens	(11)	1998-06-14	Jamaica	Croacia	1	3
1998	Francia	Stade de Toulouse	Toulouse	(13)	1998-06-14	Argentina	Japón	1	0
1998	Francia	Parc des Princes	Paris	(14)	1998-06-15	Alemania	Estados Unidos	2	0
1998	Francia	Stade Gerland	Lyon	(15)	1998-06-15	Rumania	Colombia	1	0
1998	Francia	Stade Vélodrome	Marseille	(16)	1998-06-15	Inglaterra	Túnez	2	0
1998	Francia	Parc Lescure	Bordeaux	(17)	1998-06-16	Escocia	Noruega	1	1
1998	Francia	Stade de la Beaujoire	Nantes	(18)	1998-06-16	Brasil	Marruecos	3	0
1998	Francia	Stade Geoffroy-Guichard	Saint-Étienne	(19)	1998-06-17	Chile	Austria	1	1
1998	Francia	Stade de la Mosson	Montpellier	(20)	1998-06-17	Italia	Camerún	3	0
1998	Francia	Stade de France	Saint-Denis	(21)	1998-06-18	Francia	Arabia Saudita	4	0
1998	Francia	Stade de Toulouse	Toulouse	(22)	1998-06-18	Sudáfrica	Dinamarca	1	1
1998	Francia	Parc des Princes	Paris	(23)	1998-06-19	Nigeria	Bulgaria	1	0
1998	Francia	Stade Geoffroy-Guichard	Saint-Étienne	(24)	1998-06-19	España	Paraguay	0	0
1998	Francia	Stade Vélodrome	Marseille	(25)	1998-06-20	Países Bajos	Corea del Sur	5	0
1998	Francia	Parc Lescure	Bordeaux	(26)	1998-06-20	Bélgica	Mexico	2	2
1998	Francia	Stade de la Beaujoire	Nantes	(27)	1998-06-20	Japón	Croacia	0	1
